¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165105
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534685
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946121
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403783
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.933149
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524688
œ(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2243
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04201
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00911
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18147
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58853
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3076
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48905
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11773
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5421
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518729
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816916
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146718
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51393
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922924
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377104
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90263
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.489667
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18354
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99448
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95263
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11295
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50732
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2075
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35769
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95925
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34601
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503479
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800178
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128234
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493044
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899622
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350952
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871998
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454524
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14259
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94677
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89593
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04416
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42596
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10743
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22654
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.80149
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.14061
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488155
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783348
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109656
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472034
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876222
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3247
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841261
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419267
Ÿ(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10147
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89887
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83904
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97513
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34449
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00743
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09566
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64449
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.93684
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472764
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766433
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09099
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450906
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852735
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298357
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810432
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383911
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06018
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85081
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78199
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90588
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26293
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90755
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9651
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4883
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.73474
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457304
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749441
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072241
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429669
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829164
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27193
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779517
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34865
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01874
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80261
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72479
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83647
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18132
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80782
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83492
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33298
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.53436
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441785
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732374
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053416
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408327
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805518
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245432
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748531
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313396
®(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977168
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75429
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66747
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7669
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09969
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70827
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70515
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17856
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79897
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426209
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715239
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034521
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387191
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781805
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218865
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717482
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278086
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935483
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70586
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61005
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69723
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01808
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60896
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57604
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35643
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60233
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410515
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698041
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015561
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36619
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758029
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192241
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686378
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24273
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.8937
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65735
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55256
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62747
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93653
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5099
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69826
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19376
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40753
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39466
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680783
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996542
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34513
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734202
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165566
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655231
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207345
Ï(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85183
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60877
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49502
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55764
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85505
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49944
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53941
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03222
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21459
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378755
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663474
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977468
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324017
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71033
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138848
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62405
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171936
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809893
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56013
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43745
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70196
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77049
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40015
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38186
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87182
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02351
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362802
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646112
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958345
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302854
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686414
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112099
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59284
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136516
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767897
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51147
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20427
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35518
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68336
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30128
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22566
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71255
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81662
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346808
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62871
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939181
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281652
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662468
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085322
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561618
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101093
‰(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725862
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21913
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13534
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27472
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59645
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20103
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07079
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55452
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58092
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330775
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611269
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919979
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260414
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638494
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058524
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530386
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065679
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38293
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16054
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06664
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18617
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50968
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09399
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93081
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39769
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34467
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 24.09654
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 24.17822
(431.69, 14.05, 335.07) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 24.99476
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314709
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593791
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900742
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239143
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6145
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031713
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727492
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664461
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33253
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10216
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9982
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09797
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42319
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98737
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80972
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24211
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11167
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.5092
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.5861
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298613
