¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (401.44, 14.17, 246.12) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.925999
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97091
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41081
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88994
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47871
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25874
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.86993
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84983
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83729
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62509
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01723
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72866
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82952
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83274
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84087
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.85277
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863485
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080027
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31445
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568953
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846275
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149511
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482367
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849311
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255816
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708527
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202769
å(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745868
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35921
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9781
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41865
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89844
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54869
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.87387
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84103
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81754
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80871
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80726
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59792
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.70666
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.91398
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81601
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82537
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83725
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860949
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077268
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311477
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565738
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842778
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145658
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478137
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844652
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250615
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700961
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192752
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734607
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34643
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98641
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42768
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90824
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62047
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.85647
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.8198
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.79504
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78771
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.79055
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.5862
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57614
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72899
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.83429
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84058
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84938
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858505
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07461
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308572
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562631
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839332
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141906
å(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473991
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840114
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24342
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691011
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183013
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723659
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33404
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99584
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43791
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91942
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69401
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84898
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81197
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78873
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.77996
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78328
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57714
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56709
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72256
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.7956
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80275
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81242
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856106
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072035
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305786
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559579
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836046
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138295
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47004
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833225
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234662
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681287
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173558
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713005
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32389
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00644
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44936
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96775
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76942
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.85089
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81836
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.79583
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78634
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.7833
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57074
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.76807
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.14599
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84122
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.06694
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.10344
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853821
Ø(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069538
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303097
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556637
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832837
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134804
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463512
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825511
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226128
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671735
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164398
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702713
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31634
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01814
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46208
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03551
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8467
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86273
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82988
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.81071
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.79759
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57969
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72649
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55697
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80534
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80144
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04795
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04906
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851597
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067162
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300482
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553829
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829489
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128614
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456669
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817995
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217752
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662401
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155512
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692723
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30905
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03096
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47599
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10486
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92591
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.791
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53303
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72831
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.71126
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57858
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56588
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55587
Ñ(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80433
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80043
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.55529
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.55653
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849422
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064821
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297984
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550588
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823933
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122548
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450002
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810612
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209584
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653295
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146904
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683059
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30202
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03316
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49119
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17585
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00705
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7667
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59244
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69556
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.36389
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58013
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56742
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55742
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847362
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062603
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294885
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545583
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818501
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116576
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443465
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803402
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201585
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644383
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13863
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673734
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29526
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0254
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5107
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24851
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07676
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82138
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77941
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.64194
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.62573
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.61202
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.60079
Á(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78229
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470357
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05966
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290389
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540719
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813201
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110771
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437074
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796357
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193773
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635691
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129835
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664708
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28875
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01791
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5762
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32293
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1237
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8779
(401.56, 14.17, 246.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12698
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.64834
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.63212
(401.56, 14.17, 246.05) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.61841
