¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81052
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120414
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644692
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249245
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946794
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21287
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3844
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56356
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75078
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94654
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16835
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40568
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65496
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91699
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17626
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44257
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71447
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99456
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28913
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59933
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92625
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557607
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881655
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24088
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641244
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091969
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617537
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218045
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910586
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23098
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40315
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58296
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77087
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97536
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20284
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44157
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69238
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95607
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21653
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48218
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75011
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03172
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32797
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63984
Í(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96866
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537961
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859917
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216703
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614204
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067811
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590032
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186459
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873949
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25071
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42355
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60408
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79277
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01036
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23927
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47956
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73196
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99744
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25924
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51885
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78833
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07154
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37205
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7294
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74316
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518187
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838043
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192383
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587013
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04335
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562194
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154502
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836906
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63148
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44563
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62693
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82761
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04728
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27771
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51962
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7738
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04106
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29988
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55802
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85768
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18426
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52947
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88254
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87651
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498292
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81604
Ä(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16793
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563262
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018597
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534033
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122192
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799473
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58991
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46938
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65402
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.865
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08619
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31823
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56184
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81783
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08368
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39045
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68999
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00604
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3399
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69009
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01803
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01492
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47828
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793918
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143353
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541082
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993559
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505566
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089545
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758851
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55005
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49478
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69178
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9043
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12705
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36079
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59951
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84761
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24036
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53073
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83687
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15999
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50148
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82465
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15881
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15858
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45816
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771682
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118659
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518655
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968257
Æ(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476806
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056581
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713634
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50961
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52711
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73142
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94476
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16057
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38681
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62413
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87327
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37932
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67614
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98919
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31979
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64138
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96442
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20155
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437938
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749344
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098167
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495991
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942695
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447764
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018069
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668246
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46862
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56381
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76148
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96839
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18517
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41236
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65071
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09903
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52339
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82695
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14727
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46763
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78013
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1095
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33683
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417624
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726909
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077729
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473099
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916888
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416817
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978581
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629506
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4271
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58742
Ë(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78596
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99382
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21157
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43984
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67933
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37811
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67271
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98333
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30273
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6054
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92414
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26015
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47705
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39722
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704799
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057091
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449989
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890845
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382114
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938952
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59378
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38508
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61267
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81216
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02104
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23988
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46927
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85362
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52603
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82749
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14559
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43962
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74836
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07359
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4166
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20743
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376738
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686082
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03626
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426671
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861278
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.347285
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899197
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557621
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34258
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2704
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84012
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05007
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27004
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50069
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18188
Ì(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67927
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98802
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28227
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58159
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89669
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22875
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86456
(341.80, 7.25, 370.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356181
