¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.03896
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.47149
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.44859
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.44565
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.43697
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.45921
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901119
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138353
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396778
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679267
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98928
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330968
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709391
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130636
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592543
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178858
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853158
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63658
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32869
Ë(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92727
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59526
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34525
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98295
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.3541
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.97239
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.47784
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.46066
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.44632
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.43483
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.42617
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.70474
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891498
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12788
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385338
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666765
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975537
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315789
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692521
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111356
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605001
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186777
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855049
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63033
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33609
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93432
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60177
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35107
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90681
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.1318
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.82223
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.92433
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.45265
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.43833
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.45437
(416.06, 14.59, 251.23) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.8293
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880331
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115492
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371546
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651318
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95824
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296286
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67047
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086796
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556806
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13168
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791417
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55614
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33597
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93416
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60162
È(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35088
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88366
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.91855
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.67475
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.38713
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70071
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6601
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62403
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59248
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56541
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54279
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5246
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51083
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86777
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101861
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356662
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635055
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940333
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276556
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648573
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062354
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51194
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07706
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728453
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48279
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31012
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93482
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60237
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39937
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85944
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.71392
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.67374
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63966
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60876
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58102
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.5564
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53489
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51645
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.50108
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.48875
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47946
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855289
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088282
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34188
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618852
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922534
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256937
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626814
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036415
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482548
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022942
Î(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666108
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41024
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22071
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9363
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60402
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46415
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83425
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.51748
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47824
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.44476
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41442
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38719
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36305
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.34198
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32394
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.30893
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29692
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.28792
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842869
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074777
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32716
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602743
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904857
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237396
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605185
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010356
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453384
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969326
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604437
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33852
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13266
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93858
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60656
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52994
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80805
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.32886
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41001
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40389
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40077
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40066
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40355
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40945
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41836
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.43029
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.44526
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.46326
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830502
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06135
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312513
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586761
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887256
½(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217997
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58367
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984495
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424524
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917673
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543381
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26761
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04598
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9417
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61003
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59682
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83785
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.16163
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.66437
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65838
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65544
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65555
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818192
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047994
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297931
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57081
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869802
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198738
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562289
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958886
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395886
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885494
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482991
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19518
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96065
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85288
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61441
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66476
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91037
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.05595
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.97619
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.46219
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.80642
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805954
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034677
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283469
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554988
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85241
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179567
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541083
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933467
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367532
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853663
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423223
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12267
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87664
·(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75448
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66599
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65937
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74525
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.952
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.84395
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.28837
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.56784
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793779
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021465
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269073
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539222
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835142
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160531
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519984
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908323
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33943
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822109
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366013
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0512
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79395
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65772
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60534
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5216
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58454
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.84975
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.71411
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.11808
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.33483
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781669
(416.06, 14.59, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008335
