¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 3.963183
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.064419
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.065902
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.067984
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.070669
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.073957
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.077854
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.082362
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.170523
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.145996
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.124101
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.107077
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.091248
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.077006
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.063489
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.051177
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.04245
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.034364
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.026908
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.020077
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.013863
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.008259
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.003261
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.999162
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.997024
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.995471
 (431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.994505
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.994122
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.994324
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.995109
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.996479
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.998434
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.000978
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.004113
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.007841
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.012166
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.13047
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.109988
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.09254
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.075882
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.059996
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.046075
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.033081
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.020783
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.011392
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.003112
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.99546
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.988427
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.982008
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.976195
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.970983
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.966366
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.96234
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.958901
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.956156
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.954778
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.953978
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.953801
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.954827
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.95643
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.958612
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.961375
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.966389
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.972594
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.107392
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.089272
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.071957
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.055428
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.039665
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.024665
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.010708
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.99746
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.989053
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.981758
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.975078
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.969004
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.963532
  (431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.958656
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.954371
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.950673
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.947822
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.945961
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.944676
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.943966
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.94383
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.944268
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.945281
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.946869
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.949034
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.951778
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.955104
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.959015
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.101117
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.077758
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.059754
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.042549
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.0265
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.011889
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.997998
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.984816
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.976552
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.969277
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.962614
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.956973
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.952198
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.948013
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.944412
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.941393
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.938953
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.937088
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.935799
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.935082
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.934937
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.935365
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.936365
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.937939
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.940089
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.942815
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.946122
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.950011
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.101619
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.075207
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.053004
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.035844
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.019462
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.003838
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.989739
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.977097
™ (431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.968204
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.960221
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.954077
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.948714
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.943944
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.939762
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.936163
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.933144
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.930702
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.928834
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.927539
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.926816
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.926664
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.927082
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.928071
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.929632
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.931767
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.934477
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.937766
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.941636
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.102776
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.07635
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.05096
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.032908
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.018129
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.004076
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.990733
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.978086
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.969001
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.961016
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.953648
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.94689
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.940735
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.935177
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.93021
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.925829
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92306
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92119
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.91989
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.919161
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.919001
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.91941
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.920389
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.921938
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92406
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.926755
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.930027
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.933879
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.10459
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.078142
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.052731
Ÿ (431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.034518
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.019729
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.005668
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.992317
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.979663
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.970371
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.962384
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.955014
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.948253
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.942096
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.936536
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.931567
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.927185
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.923385
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.920163
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.917516
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.915443
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.913939
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.913006
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.913312
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.91485
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.91696
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.919641
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922898
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.926733
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.107062
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.080585
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.055145
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.036728
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.021927
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.007854
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.994493
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.981828
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.972317
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.964325
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.956951
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.950188
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.944028
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.938465
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.933494
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92911
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.925309
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922086
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.919439
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.917365
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.915861
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.914928
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.914797
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.91581
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.917392
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.919545
œ (431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922272
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.925723
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.110196
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.08368
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.058204
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.039541
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.024725
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 3.010638
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.997262
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.984585
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.97484
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.966843
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.959465
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.952696
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.946533
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.940967
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.935993
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.931607
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.928303
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.925899
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.924069
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92281
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922122
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922004
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.922455
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.923477
(431.28, 10.27, 363.14) (409.07, 2.32, 366.33) (8.54, 3.39, 3.93) Truck 2.92507
