°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07819
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.56204
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.54082
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.52248
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.50702
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.49441
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.48465
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.47772
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.47361
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.47233
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.47387
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413512
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685019
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98933
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318203
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679193
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078446
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52043
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020999
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602212
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27028
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03728
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78912
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05762
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58679
í(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.53605
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.50626
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.47941
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.45548
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.43443
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.41625
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.40092
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.38843
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37875
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.37189
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36784
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36659
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36813
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400592
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671062
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974002
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30073
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65991
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056811
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496276
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993767
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570441
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23285
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99284
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66256
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72146
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97679
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48847
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.43319
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.40364
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.377
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.35325
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33237
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31434
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.29913
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.28674
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.27716
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.27036
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.26636
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.26513
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.26669
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387671
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657069
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95864
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28327
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640632
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03521
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472161
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966499
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538756
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19556
ù(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9486
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60361
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65415
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89645
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39094
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33456
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.30522
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.27878
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.25522
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.2345
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.21661
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.20152
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18924
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.17973
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.173
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16904
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16784
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16941
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374752
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643046
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943244
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265828
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621362
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013638
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448089
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939206
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507161
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1584
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90454
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53794
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58727
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81671
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29422
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.24003
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.2109
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18465
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16126
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14069
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.12294
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10797
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09578
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.08636
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07969
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07577
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0746
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07617
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36184
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628992
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927821
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248406
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602103
ß(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992109
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424068
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911894
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475664
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12137
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86069
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47262
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52083
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73754
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18129
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14948
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.12055
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09449
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07126
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05084
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03321
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01836
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.00626
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99692
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99031
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98643
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98528
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98686
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348936
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614915
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912374
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23101
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582863
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.970622
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400102
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.884567
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.444272
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0845
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81705
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40759
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45483
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65894
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09441
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0628
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03407
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.00818
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98511
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.96483
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.94733
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93258
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.92057
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.9113
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90475
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90091
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.89978
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90136
Ä(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336042
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600816
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896907
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213642
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563643
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949183
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376194
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857236
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41299
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04778
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77362
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61145
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38926
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58094
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0113
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.9799
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95135
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.92563
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90271
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88256
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86518
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85053
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83861
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82941
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8229
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8191
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.818
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81958
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323163
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586698
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881423
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196306
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544446
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927795
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352348
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829904
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381822
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01122
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73041
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55995
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32411
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50358
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93187
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90066
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87229
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84673
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82395
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.80394
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78666
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77211
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76027
¯(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75113
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74468
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74092
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73983
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74142
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3103
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572567
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865925
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179005
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52528
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906464
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328574
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802583
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350777
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974828
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68744
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50877
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25949
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42683
(342.49, 6.98, 370.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82291
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82501
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.7968
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77139
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74875
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72886
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.71169
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69724
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68547
(342.49, 6.98, 370.01) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.6764
