¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(425.10, 14.72, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.601202
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.26759
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119235
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361915
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624506
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856574
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106942
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396811
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749433
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139032
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525312
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966006
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429727
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946117
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44287
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9894
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48824
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03067
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62947
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78682
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.13578
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.11523
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09825
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.08482
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.07493
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.06857
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.06574
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.06643
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.07065
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.08453
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100741
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341832
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595381
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825244
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073135
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350866
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698829
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083025
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492202
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919888
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378588
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889038
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39189
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93281
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25092
Æ(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89975
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.485
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54314
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.95953
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.93915
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.9223
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90898
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89917
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89285
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89002
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89069
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89483
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90856
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082389
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321916
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566732
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794435
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039911
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3056
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649014
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027936
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448083
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874583
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32839
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833083
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34209
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87756
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16086
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45749
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3451
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30961
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.903
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.76989
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.75319
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.73997
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.73022
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72394
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72112
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72175
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72584
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.73941
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064164
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302117
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53857
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764169
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007283
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269981
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599914
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973693
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387836
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830108
Ë(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279091
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778136
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29342
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8236
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07394
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27444
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20958
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91761
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65841
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.60719
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.59062
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.5775
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.56782
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.56157
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.55876
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.55936
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.56339
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.57682
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046076
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282492
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510881
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734399
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975201
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235337
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551619
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920323
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328582
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727652
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230661
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724249
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24589
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77095
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99001
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18732
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3941
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68347
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42402
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03002
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.43436
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.42134
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.41173
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.40552
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.40271
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.40329
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.40726
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.42055
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028125
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262986
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483679
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705148
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943751
È(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201324
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504036
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867797
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270315
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641565
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18314
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671392
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19952
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71956
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90901
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10324
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30671
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26428
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19932
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78443
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.2842
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.27127
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.26173
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.25555
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.25274
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.2533
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.25721
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.27036
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013901
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243641
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456944
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676449
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912788
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167927
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457189
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816098
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213032
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575266
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057951
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619557
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15424
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64815
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83084
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02209
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22245
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43249
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98372
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5492
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16902
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12708
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11759
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11145
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.10864
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.10917
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11304
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12606
À(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999899
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224439
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430655
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648221
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882406
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135139
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411027
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76527
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156727
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510656
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868551
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56868
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10172
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57543
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75543
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94387
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14117
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34804
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17093
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3237
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92239
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.98855
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97912
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97301
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97021
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97072
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97454
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.98744
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986072
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203961
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404864
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620516
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852609
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102969
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373827
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715248
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101361
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447683
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741557
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411999
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04602
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50527
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68272
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8684
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06288
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26664
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48036
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13737
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68618
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3213
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.84613
À(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.84005
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.83726
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.83775
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.84152
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.8543
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972858
