¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(433.53, 15.07, 250.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312628
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532476
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823947
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143797
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012081
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440857
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919983
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458722
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04732
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71324
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47615
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32598
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30467
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45526
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86612
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49421
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.22029
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.17872
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.14086
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.10668
­(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.9686
(432.23, 15.03, 249.82) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.73563
(432.23, 15.03, 249.82) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.7183
(432.23, 15.03, 249.82) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.76682
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024023
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267101
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531949
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823965
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143817
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496661
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442533
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921892
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460867
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04714
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71306
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47589
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32205
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30005
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46267
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87592
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49398
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.69053
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.6475
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.60828
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.57284
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.45042
(432.23, 15.03, 249.82) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.97762
(432.23, 15.03, 249.82) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.9474
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023569
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266606
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53141
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823965
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143817
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497317
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898722
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923692
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460695
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04694
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71282
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47563
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31819
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29555
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47325
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88215
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50156
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.18018
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.1356
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.09494
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.05816
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.96004
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023107
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266105
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530862
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823947
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143798
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498632
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900187
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925431
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460509
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0467
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71254
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47347
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31439
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29862
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4838
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88864
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.65741
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.62264
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.59124
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.56318
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.53844
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.51698
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022635
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265592
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531435
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823908
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143756
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49989
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901586
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350468
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460279
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04646
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71227
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47027
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3107
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30758
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49444
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89531
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.79776
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.81143
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.82841
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.84871
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.87235
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.89935
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022156
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26507
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532031
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823853
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143694
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501089
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902924
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.351964
˜(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460059
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04618
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71197
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46713
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31025
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31656
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50514
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90217
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.26834
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.2836
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.30226
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.32434
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.34986
(432.23, 15.03, 249.82) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.37885
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021667
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264538
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532578
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823781
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143616
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502234
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9042
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35339
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858555
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04593
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71166
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46408
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31793
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32555
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51585
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90927
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54073
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.79921
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.81974
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.84381
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.87143
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.90263
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021171
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263999
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532495
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82369
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143515
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503322
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905413
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354743
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.860083
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04563
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71134
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46113
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32563
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33461
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52662
™(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90975
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55664
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.33629
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.3589
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.38516
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.41508
(432.23, 15.03, 249.82) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 18.44871
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020665
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26345
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532395
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823581
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143394
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504352
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906559
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356025
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861528
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417109
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71098
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46736
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33337
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34371
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5296
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90415
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56715
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.73684
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.75639
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.77963
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.80661
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.83735
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020154
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262892
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53228
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823453
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143316
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505325
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907644
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357236
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862895
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416968
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71057
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47305
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34114
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35282
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52507
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89874
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53968
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.28237
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.3039
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.32924
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.35843
(432.23, 15.03, 249.82) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.3915
å(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019631
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262326
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532147
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823308
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144136
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506239
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908664
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358374
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864164
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416803
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04313
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47258
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34894
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36193
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52066
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89341
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.528
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3662
(432.23, 15.03, 249.82) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 20.02144
(432.23, 15.03, 249.82) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 20.05944
(432.23, 15.03, 249.82) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 20.10151
(432.23, 15.03, 249.82) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 20.14769
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019104
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262288
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531998
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823144
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1449
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507094
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909616
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359437
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86467
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416613
(432.23, 15.03, 249.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04338
