¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192554
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785904
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2339
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772814
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4012
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11831
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94971
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486006
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785951
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116442
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482326
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889493
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345235
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774605
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221347
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718011
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33344
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04067
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86532
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470023
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768415
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097064
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460825
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865473
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31827
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763439
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208975
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704214
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26649
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96403
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78196
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7387
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453995
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750773
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077603
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439193
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841359
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291216
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752375
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196739
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690584
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24261
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88978
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69961
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64222
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437896
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733081
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058059
µ(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417534
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817175
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264018
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74147
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184629
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67711
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22749
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81541
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6183
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5471
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421636
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715286
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038451
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395746
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792882
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23677
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730652
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17264
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663755
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21258
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77206
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53452
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45323
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401657
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696806
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018754
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373895
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768509
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209452
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705259
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160842
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650625
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18704
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72938
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44288
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36056
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381633
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674784
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9976
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351979
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744102
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182105
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674364
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149178
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637638
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14934
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68742
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35265
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25506
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31183
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361568
´(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652711
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973257
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32771
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719584
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15463
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643405
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13762
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624771
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11226
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64618
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26372
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1512
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1933
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341512
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630659
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948884
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300689
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691625
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127142
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612399
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126261
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5981
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07579
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60565
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19665
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04904
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23386
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321415
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608583
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924534
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273679
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661475
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094635
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581353
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11502
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565659
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03991
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56581
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15212
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94849
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29404
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301286
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586489
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900163
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246683
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631383
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060941
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543467
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089333
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53375
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00464
·(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52662
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10838
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84957
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35152
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281152
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564372
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875781
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219669
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601389
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027295
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505526
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029699
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487911
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969913
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48817
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06541
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75223
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40627
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261034
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542287
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851415
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192737
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571345
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993687
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467644
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963379
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432209
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908207
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.437
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02324
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66495
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45813
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24091
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520205
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82712
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1658
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541354
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960156
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429888
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898153
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372963
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847616
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36957
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95219
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60659
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50707
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220763
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498156
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802806
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138899
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511478
º(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92671
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392265
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833948
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301517
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788057
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30336
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87815
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52325
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55297
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20066
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476115
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778542
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112061
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481619
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893339
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354714
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770826
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231324
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729568
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23837
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80552
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43729
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38111
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180555
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454084
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754292
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085252
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451857
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86006
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299442
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708691
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162287
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667699
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17458
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73431
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35185
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02112
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160482
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432104
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730097
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058523
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422145
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826904
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244146
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647609
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094458
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591969
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11197
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66443
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26829
(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92724
µ(392.54, 12.38, 326.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140451
