¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(341.61, 6.91, 371.85) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.05135
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13986
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36722
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6058
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85632
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1196
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39653
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956468
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273812
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623053
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009159
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4382
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917643
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819867
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951609
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08893
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2321
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38143
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55041
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72898
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9158
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11146
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31657
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52948
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73712
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95476
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17521
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40399
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.644
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89611
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16105
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08371
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960792
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278565
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628295
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014976
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.444683
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924914
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839786
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97215
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1101
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25395
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41297
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58488
Ü(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7647
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95287
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35657
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56973
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7789
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99335
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2129
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44313
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68473
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93848
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20523
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89919
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964958
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283143
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633349
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020579
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450932
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.930049
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861148
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994126
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13278
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28229
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44793
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62109
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80225
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99189
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19047
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39868
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61215
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82094
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03187
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2529
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48472
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72799
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98351
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26012
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23938
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968966
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287547
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638212
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02597
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45381
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.936897
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883878
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0176
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15795
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31767
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48458
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65908
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84167
ã(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03275
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23298
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44287
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65675
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86029
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07272
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3072
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56223
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83063
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11332
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40062
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39783
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972815
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291777
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642131
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027062
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454567
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947609
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908086
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04256
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19372
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35475
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52297
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69888
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88294
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07563
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2775
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48581
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73057
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95532
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19128
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43918
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69991
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97442
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25508
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52599
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976502
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294168
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642555
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027534
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459712
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958004
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933741
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07581
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2312
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39349
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56312
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73893
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91974
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10891
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30699
ß(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59194
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85176
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08144
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32265
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57616
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84289
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11738
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38012
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82818
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977655
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294382
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642791
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027794
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46866
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968083
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963509
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11362
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26616
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42532
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59158
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76537
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94714
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13733
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33652
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75371
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97744
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21228
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45897
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71836
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98719
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24217
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51005
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98605
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977694
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294424
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642838
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031153
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477325
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977839
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543144
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13824
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29153
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45156
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61873
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7935
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9763
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1676
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51227
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87895
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10774
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34801
Ù(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60049
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86402
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11169
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37176
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64507
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14995
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977578
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294299
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642698
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038634
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485697
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.987269
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553841
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16424
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31838
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47936
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64755
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82333
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00726
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19973
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78567
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00874
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24289
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4888
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74735
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9883
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.241
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5064
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46279
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32016
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977307
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294002
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644221
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045852
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493774
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996367
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.564165
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19168
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34679
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50876
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67799
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85489
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03997
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4372
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91496
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1433
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38304
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63495
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87157
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11727
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37518
Ø(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64619
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62017
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49691
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976881
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293531
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650465
(341.69, 6.94, 372.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052802
