¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(337.02, 7.85, 344.58) (328.56, 1.91, 308.38) (7.08, 2.96, 7.96) Truck 17.21059
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76169
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46647
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27259
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20337
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28996
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48227
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69827
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5526
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31708
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38902
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792361
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009492
ó(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242304
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919657
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214357
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53049
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875585
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246045
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645992
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088564
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580822
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13156
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75173
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45511
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25956
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18825
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27226
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4238
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59302
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48877
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25561
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33717
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786726
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003396
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236308
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913351
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207089
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521081
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865277
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24052
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639878
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081785
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573269
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12311
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74217
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44426
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24708
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17383
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25525
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36713
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52732
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42578
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19925
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28754
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781164
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99738
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637845
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907177
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19862
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511799
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855102
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232925
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634038
ş(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075302
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566066
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11502
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73302
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43385
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23512
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15998
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23903
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31211
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46364
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3636
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17779
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24012
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775675
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384737
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632258
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901069
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190315
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502717
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84511
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221933
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628441
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069092
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559185
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10729
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7243
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42391
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22374
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14677
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22356
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26678
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42644
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30222
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15774
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19495
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770259
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379676
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626744
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895103
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182125
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493793
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8353
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211132
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623131
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06321
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552587
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09992
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71597
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41448
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21288
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13416
‹(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20876
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24304
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39894
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24164
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13914
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15201
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146949
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374718
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621336
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889257
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17411
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484999
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825702
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200533
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61483
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057606
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546318
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0929
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70805
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40547
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20254
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12218
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18308
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22066
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37302
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18186
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11396
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11124
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142418
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369798
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616037
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882071
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166243
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476413
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816253
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190126
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603319
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052288
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540402
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08624
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70054
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39692
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19277
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11084
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.149
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19965
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34865
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17164
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.31512
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.28812
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.26418
 (337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137951
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365009
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61085
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875008
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158532
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467981
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806984
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179935
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592039
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047236
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53479
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07998
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69347
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38887
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18352
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10014
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11611
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.165
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36402
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.97806
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.94901
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.92297
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.89992
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.87984
(337.32, 7.69, 343.73) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 15.9907
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133615
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360328
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605721
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868023
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150961
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459714
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797948
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169937
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580976
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040009
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529519
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07406
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6868
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38127
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17479
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09005
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08437
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12831
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.97771
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.63087
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.60278
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.57764
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.55542
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.54369
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.17646
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.74651
Ÿ(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.73486
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.72628
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129337
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35567
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600728
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861221
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143538
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451628
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789041
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161928
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575748
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031822
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524565
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0685
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68052
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37412
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16662
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08059
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05381
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.093
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28885
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.58174
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.43634
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.41594
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.48976
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.63916
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 14.69595
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.57695
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.57018
(337.32, 7.69, 343.73) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 15.56645
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124286
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351161
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595462
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854571
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136281
(337.32, 7.69, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443852
