¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.99825
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.35828
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.06324
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.80499
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.08031
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.41843
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.81166
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537714
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74466
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968883
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485211
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782559
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109935
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47205
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873498
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316553
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811043
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369993
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00675
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5186
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43887
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47103
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.79994
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.72697
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.6748
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.65987
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.50527
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.48468
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.34469
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.0453
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.62077
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.91154
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.26322
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.66841
×(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540458
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747628
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972102
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218263
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489875
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787679
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115586
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478313
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87922
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322423
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81765
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377488
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01532
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53307
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45635
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49106
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8316
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44917
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.06126
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.03417
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.81805
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.79684
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.33268
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.02947
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.44385
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.74931
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.11389
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.53048
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543265
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750664
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975396
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222588
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494606
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792877
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121321
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484671
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88506
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328437
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824422
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38517
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02418
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54776
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47426
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51143
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85621
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.62353
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.40328
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.37469
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.14764
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.12577
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.32227
Ò(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.01574
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.27394
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.59337
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.97023
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.83691
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546134
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753767
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978762
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226975
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499405
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79815
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127137
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49112
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891016
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334591
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831355
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393035
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03419
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79384
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49255
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53223
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88126
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.76931
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.69979
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.66098
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.49533
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.47275
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.45326
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.84175
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.11076
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.44347
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.18038
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.17609
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.549066
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756939
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982203
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231424
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504272
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803496
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133039
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496633
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897089
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340891
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838449
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401085
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04516
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80747
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50781
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55421
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90661
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.544
Ï(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.09422
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.0416
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.03274
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.8392
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.81902
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.67059
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.95402
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.54647
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.53883
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.53423
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55206
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760177
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9858
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235933
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509207
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808917
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13902
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502192
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903278
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.347334
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845705
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409318
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05708
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82131
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7137
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57673
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93234
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57707
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51509
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17085
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 19.91734
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.22667
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.20577
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.50634
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.93704
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.92587
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.91782
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.91287
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555114
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763481
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989989
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2405
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514207
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814412
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145084
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507849
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909462
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353914
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85312
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41773
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06916
Ü(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83533
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73018
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59969
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95844
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60605
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55572
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 20.54625
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 19.93521
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 19.60882
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.10563
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.35411
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.3392
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.3275
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.31899
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.31368
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558229
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766851
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994235
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24513
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519272
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819977
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151227
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51361
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91547
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360638
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.860693
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426328
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08141
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84955
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74688
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62317
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98486
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62803
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59689
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 20.56997
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 20.1951
(336.86, 7.25, 384.37) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 19.90666
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.94023
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.78111
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.76554
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.75327
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.74427
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.73855
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561405
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770287
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998532
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249816
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524401
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825613
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15677
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519471
µ(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921602
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367502
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868426
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435827
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09382
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86397
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76112
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78677
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01166
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65055
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63871
(336.86, 7.25, 384.37) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.17161
(336.86, 7.25, 384.37) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.30445
(336.86, 7.25, 384.37) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.17781
(336.86, 7.25, 384.37) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.8939
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.19575
(336.86, 7.25, 384.37) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.18957
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564642
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77379
(336.86, 7.25, 384.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002885
