¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.735844
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592155
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796516
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017669
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257596
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518747
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804092
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116956
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461537
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842747
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266761
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740999
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274924
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88036
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56996
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33313
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2378
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24787
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43477
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1632
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69581
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01929
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87744
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33427
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40633
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596068
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800778
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022243
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262565
ƒ(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524171
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810005
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123463
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468718
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850735
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275611
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75098
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286166
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893121
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57665
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34082
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24823
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22656
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40904
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19418
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62314
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94305
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60088
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02944
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410083
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60012
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805137
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026976
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267713
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529799
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816145
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130201
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47611
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858943
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284799
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761268
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297784
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906319
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58385
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3491
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2593
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20628
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3863
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22647
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55275
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90504
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30707
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72682
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413944
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60425
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809647
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031847
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272989
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535548
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822427
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137117
‡(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483771
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867438
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294266
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771838
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309728
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919953
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59156
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.358
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24434
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18702
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42739
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25305
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48497
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86958
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01828
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43581
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417936
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608585
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814255
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036859
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278451
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541475
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82895
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144271
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491652
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876168
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303989
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782757
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322063
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932229
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59983
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36752
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22863
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16881
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46906
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19679
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41984
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83662
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74041
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17902
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86835
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422039
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613009
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819048
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042016
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284049
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547618
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835654
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151611
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499789
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885168
‚(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314037
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79403
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334798
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94578
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61478
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38267
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19409
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14294
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51133
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14276
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35726
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80619
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47286
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97529
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65024
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426253
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617524
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823947
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047321
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289841
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55389
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842517
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159172
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508123
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894412
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324352
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805607
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347882
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959861
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63085
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40118
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1305
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06895
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46581
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05996
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27302
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7541
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21912
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77841
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44014
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43058
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62219
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828979
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052805
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295743
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560355
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84957
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166955
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516661
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903905
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334942
…(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817522
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361321
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974391
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64744
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40882
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06834
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99678
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40609
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95714
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15402
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60646
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09682
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6539
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28448
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43505
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626982
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834149
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058383
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30182
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566988
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856818
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174936
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525468
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913684
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345844
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829755
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375154
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989436
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66463
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36912
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00767
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92629
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3472
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85744
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03869
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46346
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97907
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54314
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15789
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439583
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631873
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83946
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064119
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308071
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573791
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864294
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183122
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534517
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923754
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357032
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842311
†(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389358
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00498
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68238
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33085
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9484
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85755
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28909
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76072
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92698
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32495
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86577
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43665
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03677
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444264
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636894
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844885
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070015
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314474
(375.35, 7.82, 339.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580766
