¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(433.51, 13.81, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10573
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431287
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954256
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614363
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403185
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26351
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60348
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40698
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4903
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74698
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21816
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08698
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02234
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.54552
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.31031
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.26509
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.22418
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.18762
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.15542
(433.26, 13.40, 331.94) (423.68, 3.27, 365.30) (0.81, 2.16, 0.81) Human 19.12985
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278594
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481664
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702138
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943503
Ò(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709425
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050942
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430593
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936701
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593713
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346214
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16095
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26634
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32814
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39628
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62123
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09608
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83539
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8171
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10146
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45178
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.280556
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48379
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70445
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94592
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224892
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050268
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429862
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918641
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572481
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298483
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.628066
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15877
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2273
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30333
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49738
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96918
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64072
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6168
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85744
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1917
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.282552
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485953
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706801
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948322
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227539
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535591
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429031
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900084
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550669
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035976
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.271255
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08882
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12742
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21146
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3754
¯(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80233
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4794
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36966
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63808
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93885
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.284584
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488154
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709196
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950711
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230167
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5385
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884693
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32443
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937181
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460018
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170887
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03241
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02851
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12067
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25946
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63871
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32137
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18421
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39957
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69301
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286647
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490392
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711628
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953084
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232777
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539472
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885571
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275751
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751292
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39775
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141007
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00209
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97455
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03096
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17544
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51425
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10586
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00708
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16564
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4743
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288744
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492664
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714101
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955437
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23537
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538309
¬(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886393
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273741
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749002
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384522
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110728
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955831
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92703
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94231
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09263
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40471
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94792
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83395
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92989
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2324
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.290877
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494976
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715891
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957776
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237944
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537425
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887163
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271565
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746524
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370641
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080073
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.903849
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85954
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86507
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01102
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29699
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8152
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61889
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69832
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99706
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293041
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497323
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715889
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960097
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2405
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538068
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887879
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269225
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743857
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356118
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049054
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851727
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77518
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80283
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92549
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17409
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68502
²(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43936
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47546
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76811
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295238
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499704
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715997
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9624
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243038
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538663
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888545
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266717
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741004
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340956
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017686
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799481
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69133
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71638
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82228
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03758
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55064
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26384
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27875
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53863
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297467
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50212
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716217
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964684
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245551
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539208
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889151
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264045
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737961
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325165
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985983
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747135
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60801
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60171
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7205
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9126
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36914
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09225
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08681
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31415
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7996
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299728
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504572
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71655
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966952
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248046
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539706
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889706
°(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26121
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734735
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308764
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953962
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694714
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52525
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50272
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62016
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82126
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2474
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9117
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89948
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11803
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57707
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302021
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507057
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716994
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969196
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250522
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540156
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890207
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258214
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731322
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291757
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921642
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.642232
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4563
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45138
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52123
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73139
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1279
(433.26, 13.40, 331.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76452
