¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(349.45, 7.11, 360.73) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.16985
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805193
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138935
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029605
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464209
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950422
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497857
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1187
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82865
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64819
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60462
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73505
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09142
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7487
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.819
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47807
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99872
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.73426
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.71255
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69551
ñ(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.68309
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.6753
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111629
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295946
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514059
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727494
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959325
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211978
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490314
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792209
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619613
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008271
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440428
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923742
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467735
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08443
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78934
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60264
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55118
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67148
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01467
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65409
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69949
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32244
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79128
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.72426
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.70257
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.68552
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.67312
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.66534
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107519
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291512
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506613
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719423
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950552
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202406
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478708
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251117
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600652
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987266
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417031
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897544
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438175
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05082
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75078
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55797
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49881
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60931
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93958
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56163
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58291
ş(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17081
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50991
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.71889
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.6972
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.68017
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.66777
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.66
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103498
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.287175
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499299
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711497
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941935
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193008
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918193
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234206
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582048
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966664
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394095
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871817
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409163
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01785
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71296
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51414
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44755
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54842
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86611
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47129
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46913
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02314
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23719
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.71815
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69646
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.67943
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.66704
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.65926
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.099569
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.282938
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489127
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703714
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933476
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18378
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90306
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217629
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563761
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946397
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371519
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846571
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380651
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985476
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67588
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47124
Š(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39726
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48879
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79428
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38305
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35812
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87934
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97288
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.72204
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.70035
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.68331
(349.40, 7.13, 361.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.67091
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.38077
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.095732
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278799
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476616
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696076
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925174
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602393
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888192
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201321
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54578
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926482
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349379
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821736
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352685
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953731
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6395
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4292
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34807
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43048
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72404
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29684
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24981
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73924
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.02638
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.16198
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.1408
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.12416
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.11205
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.10445
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091987
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.27476
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472248
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688583
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328294
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589021
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87358
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185271
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528125
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906967
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327632
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797388
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325275
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922569
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60384
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.388
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29987
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37341
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65538
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21267
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14424
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60283
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66946
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.17484
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.15363
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.13697
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.12485
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.11724
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.088335
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270821
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467988
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077429
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31622
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575898
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859216
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169558
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510785
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887782
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306295
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77354
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29838
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892035
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5689
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34761
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25272
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31759
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58828
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13044
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04121
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47001
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40095
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.19223
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.171
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.15432
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.14217
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.13454
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.084774
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266982
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463838
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066502
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30437
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562989
Ÿ(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845149
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154116
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493751
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868944
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285357
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750088
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271981
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862111
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53471
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30807
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20658
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26299
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52268
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05022
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93863
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28559
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09935
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.21419
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.19292
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.17621
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.16404
(349.40, 7.13, 361.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.15639
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.081307
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263243
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.837084
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055747
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292734
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550318
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831313
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138906
(349.40, 7.13, 361.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477103
