¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.09854
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.52554
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.43631
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.36891
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.34795
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.345
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.38097
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.43571
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.53551
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.68135
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.90239
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.69935
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.69446
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329973
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57975
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849823
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140617
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458756
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80811
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17638
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454985
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754964
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078892
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42961
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810507
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24039
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92057
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91343
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.86822
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.66217
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.5472
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.46451
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.44328
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.42939
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.46603
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.51064
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.61193
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.74495
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.94488
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01738
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01222
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331304
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581142
 (432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852932
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144549
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463082
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812854
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153666
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.041578
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.979948
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.920788
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.86402
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.809572
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.757375
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.707365
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91111
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 11.08474
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.80485
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.66268
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.57384
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.54247
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.5231
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.55454
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.59422
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.69152
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.81139
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 11.01383
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.34204
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.33659
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332603
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582568
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854475
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14856
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467428
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817691
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.917032
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.855122
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.795681
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.73863
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.696617
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.69812
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.701125
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.705636
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90875
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 11.31325
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.95389
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.78297
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.6923
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.64567
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.62603
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.64661
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.68705
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.77439
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.88308
÷(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 11.08584
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.68285
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.67707
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333926
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583987
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85604
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152587
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471859
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822546
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.768886
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.764541
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.761712
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.7604
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.760599
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.762312
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.76554
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.770287
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90638
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70269
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 11.10962
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.90827
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.81567
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.75304
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.73312
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.74238
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.78362
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.86065
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.06372
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.05055
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.04091
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.03479
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335251
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585441
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857631
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154695
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476316
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827477
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.834648
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.830475
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.827832
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.826714
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.827122
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.829058
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.832521
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.837516
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.927688
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62513
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07946
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57052
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.94419
(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.86474
ç(432.65, 14.54, 316.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 10.84452
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65192
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47947
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45852
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4412
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42751
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41743
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41094
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336627
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586946
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859229
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156469
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480857
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816904
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.902999
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.899006
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.896556
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.895647
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.896277
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.898447
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.90216
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.907416
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.914226
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55003
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99877
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48349
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00862
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71071
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35426
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98295
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66868
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85649
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83854
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.8243
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81374
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80685
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337982
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588399
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860829
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158238
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484063
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798696
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049224
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.970231
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.967988
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.967298
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.968162
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.97058
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.974555
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.980089
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 7.98719
Ù(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47741
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92074
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39939
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91775
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42499
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78644
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36804
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00055
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27587
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25724
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.24239
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.23131
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.22399
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339371
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589922
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862477
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160004
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486037
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779404
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027055
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.044248
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.042221
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.041765
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.042876
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.045556
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.049809
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.055636
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.063045
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40716
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84527
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31815
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82997
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31462
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57592
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84988
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38645
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02329
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.69889
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6834
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67177
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.66398
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340718
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591426
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864105
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161822
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488017
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759264
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00555
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.12116
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.119366
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.119157
×(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.120528
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.123487
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.128031
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.134168
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.141902
(432.65, 14.54, 316.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 8.191119
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77235
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23965
(432.65, 14.54, 316.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74521
