¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94729
Ñ(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19522
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133591
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32301
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52806
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754675
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999963
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265459
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563965
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887307
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245377
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643846
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088809
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59029
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174987
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844727
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61938
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36954
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50525
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8691
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.28233
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.25592
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23219
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21112
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19268
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17686
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.16364
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.153
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.14495
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13946
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119732
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308036
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511837
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736664
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98042
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244064
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539739
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860851
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215696
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610883
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051757
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.548416
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126213
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787452
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55148
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44411
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40018
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74162
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22866
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2024
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1788
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15785
Ï(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13952
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1238
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11067
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10012
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09214
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08671
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.106016
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29322
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495787
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71883
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9611
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222919
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515768
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834723
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186384
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578359
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015217
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507147
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.078179
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731097
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48474
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36419
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29717
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61685
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17799
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15187
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1284
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10756
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08934
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.07372
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.06067
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05019
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04227
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0369
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092444
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278563
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479913
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701173
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202023
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492053
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808923
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157437
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546271
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979184
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466474
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030882
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675651
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41914
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28575
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1962
é(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49477
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13028
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10428
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08093
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0602
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04208
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02654
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01358
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00317
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99531
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079015
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264065
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464215
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683694
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923123
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181376
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468596
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783449
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128857
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51462
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943658
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4264
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984311
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.62111
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35468
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20875
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09727
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37524
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08546
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05958
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03634
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01572
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99769
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98224
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96935
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95901
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95121
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94594
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065733
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249728
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.448695
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666394
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90447
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160981
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445399
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758306
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100644
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483403
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908636
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386916
ò(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938464
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567459
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29134
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13318
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00023
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25829
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04349
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01773
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99459
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97406
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95612
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94075
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92793
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91765
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9099
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90468
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.052596
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235551
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433352
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649276
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886041
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140835
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42246
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733486
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073128
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452617
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874114
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348022
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893332
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514691
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2291
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05901
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90516
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13766
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00433
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97867
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95564
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93519
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91733
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90203
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88928
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87906
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87136
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86618
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.039608
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221536
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418188
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632339
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867836
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120941
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399781
ñ(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708994
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046015
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422265
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840109
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309712
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848909
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.462187
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16663
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98622
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81196
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03176
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96794
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94238
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91943
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89907
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88128
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86605
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85336
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84319
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83554
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8304
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.026767
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207685
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403205
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615585
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849855
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101298
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377363
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68483
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019274
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392342
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806627
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271984
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805192
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408463
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10301
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91479
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72065
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92208
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93428
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9088
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88594
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86566
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84794
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83277
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82013
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81002
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80241
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7973
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014055
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.193996
İ(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388401
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599055
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8321
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081909
