¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(325.20, 7.19, 391.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.31115
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67273
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31795
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03413
ÿ(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85964
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86941
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07332
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44261
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1482
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.65279
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.60271
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.58196
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.56447
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.55029
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.5394
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.5317
(325.44, 7.24, 390.88) (329.87, 1.36, 358.30) (0.81, 2.16, 0.81) Human 16.57662
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855911
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089013
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342728
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619278
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400933
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757443
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151705
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589915
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099465
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675627
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32132
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03799
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86408
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87461
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07955
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45013
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17494
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3232
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0403
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857395
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090623
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344484
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081505
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405827
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76282
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157681
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596608
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101962
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678441
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32468
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04185
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86857
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87969
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08585
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45774
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20185
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33502
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03309
ü(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858881
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092239
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788375
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086007
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410736
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768255
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163703
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603314
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104412
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681234
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32807
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04575
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87308
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8847
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09218
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46539
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22889
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34657
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02688
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860374
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510657
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789672
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090488
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415661
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773687
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16974
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610007
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106788
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683912
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33152
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0497
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87762
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88958
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09858
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47313
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24609
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36952
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02176
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258722
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511809
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790938
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09498
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420603
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77915
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175774
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616751
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109933
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686569
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33497
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05365
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88224
„(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89441
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10504
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48087
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2548
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40398
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88351
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259969
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512935
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792175
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097881
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425565
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784613
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181822
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623542
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117539
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68917
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33847
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05761
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88685
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89909
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11152
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48871
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26334
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47745
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.674
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67863
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261196
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514031
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79338
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099205
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430516
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790108
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187896
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630328
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125152
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691718
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34196
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06164
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89149
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90369
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11806
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49665
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29014
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5587
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43606
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87223
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262469
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515099
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794528
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100475
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435513
‚(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79558
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194021
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637132
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132798
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69418
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34546
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06568
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89617
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9082
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12466
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50457
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31739
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64059
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20384
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58056
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263727
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516167
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795698
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10174
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438185
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801109
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200142
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643937
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14044
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699426
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34904
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06975
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90091
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90021
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06341
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51258
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34452
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72312
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12061
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35869
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264965
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51718
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796801
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102969
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439518
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806643
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20626
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650759
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148095
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708102
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3526
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07386
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90566
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85511
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00974
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52066
ƒ(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37149
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80624
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19196
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16691
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266239
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518154
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7979
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104162
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440847
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812181
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212401
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657638
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155787
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716778
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3562
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07798
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91043
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81037
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95645
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52877
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39831
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88999
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26605
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18951
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267519
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519145
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798985
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105344
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442115
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814013
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21853
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664455
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163484
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725489
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35981
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08215
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91525
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76661
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9036
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53691
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40816
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94964
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23526
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24708
(325.44, 7.24, 390.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268838
