¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(378.36, 11.37, 323.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34954
¶(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48077
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63022
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78612
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94885
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507118
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77015
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064199
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487012
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662478
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91069
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177124
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463909
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773269
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928572
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006625
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095392
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18861
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287599
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390614
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49782
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609382
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725483
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84642
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972333
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10351
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24025
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38084
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52737
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68023
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83971
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505755
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737406
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027844
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412249
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529286
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91119
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177723
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464519
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773918
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875247
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947506
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028811
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119646
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214134
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312416
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41646
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525953
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639919
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758585
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882167
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01088
¹(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14496
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28468
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42844
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57835
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73481
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504465
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715172
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991747
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33819
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389299
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912193
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178784
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465647
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755577
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823981
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895226
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969383
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053967
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14695
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243662
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344268
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448984
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557922
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673996
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795306
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921642
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05326
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19049
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33326
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48045
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63395
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503151
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713803
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955869
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270368
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249916
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913681
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180359
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467363
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707234
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774714
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84498
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918173
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994312
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082248
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177439
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276474
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379527
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48674
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598333
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714525
²(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835807
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965065
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09981
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24021
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3863
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53704
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501903
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712439
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940912
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230649
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111341
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915629
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182487
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469612
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660747
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727407
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796771
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868985
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944168
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02243
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113661
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211213
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312681
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418242
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52815
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642506
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761612
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885608
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0148
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15049
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29435
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44388
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50071
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711133
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939476
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191248
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973779
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91804
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185066
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47241
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616192
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68198
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750483
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82184
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89607
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973359
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053776
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148376
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24836
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352361
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460629
¶(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573282
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690553
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812715
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93994
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07249
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21066
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35469
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.499533
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709882
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938125
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186635
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837461
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920928
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188165
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475745
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573421
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63842
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706114
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776566
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849963
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926334
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0058
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08849
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186473
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289001
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395679
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506721
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622328
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74268
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868014
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998605
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13473
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27662
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498409
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708663
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936813
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185206
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70259
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924333
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191809
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470833
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532478
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596712
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663572
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733266
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805792
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881273
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959846
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041596
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127011
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228113
»(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333277
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442753
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556718
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675377
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798969
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927682
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06185
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20167
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73151
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497338
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707499
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935523
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183823
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634448
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928166
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195922
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432291
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493217
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556714
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622913
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691822
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763534
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838194
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915859
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996739
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080825
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169591
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273355
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381342
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493728
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610771
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732656
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859584
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991882
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12975
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74372
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49628
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706337
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934306
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182483
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67076
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890418
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200586
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395437
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455708
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518549
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583992
(379.50, 11.48, 323.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652157
