¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(388.10, 12.21, 326.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08907
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382792
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572915
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772169
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987411
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227097
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498433
Ú(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795876
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117935
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475253
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877823
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327159
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840361
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434697
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09235
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48992
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49959
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07861
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53506
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67348
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15472
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78156
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7541
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44809
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70065
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.196028
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377351
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563877
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762429
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976886
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217861
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488336
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784793
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104141
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461102
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862059
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308393
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821601
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41328
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06182
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47759
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50592
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07733
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77473
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77905
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2675
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23072
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03908
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00916
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191092
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371345
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555042
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752911
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966603
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208816
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478447
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773302
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090641
É(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447238
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846621
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290021
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80321
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39229
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03196
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75674
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51271
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07795
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04013
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88851
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6337
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65448
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48684
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4213
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186279
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363317
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546416
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743617
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956563
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199961
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468771
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761293
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077435
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433666
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83151
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272048
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78519
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371243
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00277
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72311
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51993
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19759
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31711
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08299
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0784
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9991
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12686
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181585
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355479
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537993
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734546
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946764
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191296
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459302
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749548
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064523
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420384
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816724
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254466
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767536
Ë(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347193
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974216
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68837
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52763
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44265
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60643
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49796
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55133
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6055
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12107
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177013
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347831
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529778
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725696
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937975
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182822
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450044
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738068
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051903
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407391
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802262
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238378
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750251
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323667
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946324
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64969
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61265
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51991
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67345
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57045
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69517
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73674
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88936
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171496
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340374
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521768
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717069
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930368
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174541
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440995
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726853
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040394
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394687
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787516
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22342
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733332
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300664
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919073
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62327
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58218
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4706
Í(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64667
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55487
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80106
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85642
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12318
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164714
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333107
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513961
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708663
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922933
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166448
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431926
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7159
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029175
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382271
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772835
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208781
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71678
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278086
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892465
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59815
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55227
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42265
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6175
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54122
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91063
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49946
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98413
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15811
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32603
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506361
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70048
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915674
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158548
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422156
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705212
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018216
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370144
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7585
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194463
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700593
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255289
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866498
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57349
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52292
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37601
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58922
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52948
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02396
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2577
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84915
À(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.151684
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319144
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498966
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692519
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908591
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15084
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412629
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694787
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007516
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358305
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744511
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180468
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684773
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233045
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.841162
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54929
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48027
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51833
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56191
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51963
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14117
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04415
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71821
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.145433
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312447
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491775
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684779
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901683
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143324
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403339
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684626
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997073
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346756
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730866
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166789
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669319
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211346
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816459
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52555
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42878
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46766
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53553
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61511
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42696
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07831
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61417
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139359
(388.90, 12.35, 326.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305941
