¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17206
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89025
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41213
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28413
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45197
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89638
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119025
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360432
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623012
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90818
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221145
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565363
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952621
¡(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392138
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881609
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41405
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01445
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70425
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53637
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49329
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58025
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87103
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38688
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24726
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44013
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.11897
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892864
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11522
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356301
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618514
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903421
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215926
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55961
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946836
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385675
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873404
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404804
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00434
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69308
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52386
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47859
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56334
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85226
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35845
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21655
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39156
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.05021
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889408
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111478
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352241
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614091
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898749
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210801
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553964
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941117
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379284
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.865347
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.395726
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.994422
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68207
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51133
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46421
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54794
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83394
£(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33072
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18739
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34125
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98339
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886011
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107802
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348249
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609746
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894166
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205773
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548424
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935464
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372968
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857442
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386819
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.984697
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67124
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49869
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45013
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53288
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81607
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30367
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15903
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29233
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9185
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882675
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104193
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344333
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605479
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889671
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200841
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542993
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929878
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366729
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849687
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378085
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975164
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66088
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48628
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43638
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51817
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79867
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27731
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13145
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24496
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85245
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994748
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207593
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437407
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684867
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939227
Û(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215161
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53767
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924362
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360567
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842087
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369524
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96583
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65066
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47413
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42325
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5038
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78171
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25164
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10463
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19913
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78448
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261686
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494737
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747097
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021336
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320288
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655477
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032014
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449224
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639907
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991293
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430405
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.956688
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64056
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46247
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41055
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48977
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76521
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22666
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07536
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15484
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71864
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257608
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490291
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7423
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016127
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314603
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650805
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026842
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443501
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905403
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398378
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951221
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59153
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02605
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54124
‚(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39814
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47608
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74897
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20237
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04704
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11134
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65485
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253587
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485954
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737606
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010974
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308996
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646177
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021741
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437813
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89706
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389032
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940728
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5824
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33875
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21133
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8948
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46274
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73276
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17876
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01966
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06933
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59307
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24967
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481706
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732982
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00596
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303512
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641637
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016718
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432232
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888865
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379915
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930422
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57339
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32841
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20207
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17448
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31669
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73188
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15584
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99324
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02885
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5333
(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.72603
(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.71723
«(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.71131
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245789
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477529
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728446
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001068
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298126
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637142
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011736
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426722
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880851
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370997
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9204
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56457
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3182
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1902
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16538
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3059
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57145
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1336
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96776
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98988
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47552
(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.46455
(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.45608
(420.99, 14.51, 252.83) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.45044
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242026
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473426
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72403
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996224
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293337
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6327
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006831
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421272
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873008
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362209
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912571
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55585
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30818
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17854
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15661
(420.99, 14.51, 252.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2928
