°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∂(341.88, 7.09, 370.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407393
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88212
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75475
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04175
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.69123
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.65982
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.63272
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.60989
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.59131
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.57697
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.56685
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.56094
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.55923
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37914
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653275
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953444
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301441
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681235
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098728
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565982
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054808
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568706
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19305
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85664
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52711
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39508
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51032
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34826
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08141
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89368
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.29066
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.25572
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.22502
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.19854
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.17624
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.15811
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.14413
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.13429
Á(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.12857
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.12697
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37447
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64817
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949077
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299675
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674181
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090856
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557142
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033492
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545584
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18302
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8244
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49066
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42518
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77678
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47188
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24988
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69944
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.87554
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.84134
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.81132
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.78542
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.76362
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.74592
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.73228
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.7227
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.71717
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.71567
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369731
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642989
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947369
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293195
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66699
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082829
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.548129
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012304
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.536662
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17283
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79258
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45471
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45475
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64638
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63949
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38366
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13996
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48021
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44673
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41733
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.39199
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.37068
È(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.35337
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.34006
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.33072
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.32536
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.32396
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364923
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637733
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945491
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286592
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65966
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07465
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537809
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991248
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527616
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1625
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76119
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44612
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48378
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71508
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78282
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52143
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42202
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.10343
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07063
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.04183
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.01702
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.99616
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.97924
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.96623
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.95712
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.95192
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.9506
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360046
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632404
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943377
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279866
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652196
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066322
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519009
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970323
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518441
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14911
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73023
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4492
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51224
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78423
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91186
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6632
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56829
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.74404
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.71189
Ó(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.68367
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.65935
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.63892
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.62236
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.60964
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.60076
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5957
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.59447
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355103
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627002
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937178
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273018
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644598
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057844
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.500328
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952727
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509151
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12188
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69971
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45212
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54014
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85379
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04458
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35396
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10817
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.401
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.36946
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.34178
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.31794
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.29792
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.2817
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.26926
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.26058
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.25567
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.25451
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350094
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622502
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930869
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266053
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636869
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049223
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.481766
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944411
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499736
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09502
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66961
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45485
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56743
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88474
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18109
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01654
É(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71269
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.07334
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.04238
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01522
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.99184
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.97221
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.95631
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.94412
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93565
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93086
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.92978
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93238
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345022
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620182
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924455
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258972
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.629015
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040462
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463328
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935993
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490209
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06854
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64599
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45742
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58634
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89487
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32145
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03925
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72389
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76016
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.72976
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.70309
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68014
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.66088
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.64529
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.63336
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62506
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62041
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61938
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62199
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339885
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614711
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917935
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251775
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62103
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031557
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445014
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927471
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480563
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04244
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64804
è(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47823
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.582
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90535
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46587
(341.91, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06265
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.49422
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46064
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.43077
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.40458
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.38204
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.36313
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.34783
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.33613
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.32802
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.32348
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.32252
(341.91, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.32512
