¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(397.16, 12.56, 328.75) (378.39, 4.70, 320.45) (0.81, 2.16, 0.81) Human 6.053655
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47549
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02437
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62283
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27775
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99735
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77973
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64575
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1908
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30123
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54545
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90424
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63715
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08868
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49336
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6734
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03232
Ü(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53983
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09176
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69513
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35698
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08455
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88454
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76205
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32103
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44102
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70333
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06848
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13995
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55001
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67672
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09589
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60833
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16592
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77455
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44097
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17365
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98606
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4233
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44809
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58366
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8646
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19454
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19348
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6075
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6827
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16043
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67833
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24155
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85685
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53122
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27304
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09279
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54947
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57763
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72922
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02083
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34069
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24777
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66584
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74325
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22593
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74942
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31895
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94074
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62301
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37419
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20478
â(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67801
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7097
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87774
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14348
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52824
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30286
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66652
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80468
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29243
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8216
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39758
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0267
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71653
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47711
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31881
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80901
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84434
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02929
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26191
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71947
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35873
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65831
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.867
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3599
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89489
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47744
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11407
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81248
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58195
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43491
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94251
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98298
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20088
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38302
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9145
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41541
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65292
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93099
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42904
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96983
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55895
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20304
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91004
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68965
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5532
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.073
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12481
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38779
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51437
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01809
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47287
×(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65978
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99704
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50061
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04762
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64382
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29598
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01219
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80222
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67786
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20252
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2773
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5787
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65541
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06088
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53115
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67719
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06402
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57323
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12661
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73002
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39042
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1161
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91707
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80547
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33458
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45034
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7319
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79998
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10538
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59026
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69653
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13196
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64691
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20678
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81757
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4864
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22177
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03395
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46338
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47049
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62699
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86614
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02471
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15163
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65014
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7205
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20084
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72166
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28816
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90648
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58392
ç(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3292
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15286
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59629
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63063
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80734
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00367
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16878
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19957
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71085
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78502
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27068
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79748
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37074
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99677
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68301
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43843
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27416
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73171
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79398
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99146
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29983
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31752
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25561
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74606
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85041
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34154
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87465
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45508
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08926
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78486
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55107
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39902
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87777
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96053
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17943
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66674
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47112
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32367
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75912
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91935
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41523
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95375
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54134
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18366
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8886
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66558
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52607
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02918
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13039
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37131
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95518
Ø(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62964
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34197
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77483
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99004
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49183
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03678
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63058
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27995
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99399
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78201
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65532
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18344
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30362
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60726
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10918
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23359
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57266
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79311
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06168
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56949
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12125
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72277
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38095
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10402
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90189
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78681
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34057
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48029
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00399
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.268
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46554
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8118
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81398
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13427
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64823
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20693
(396.87, 12.56, 328.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81634
