¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (435.63, 13.90, 289.37) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.628729
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13023
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1811
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.29227
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.28332
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.27639
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.22344
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.22192
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.22239
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.943748
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.948084
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.954365
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.962597
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.972789
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 9.98495
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730029
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95377
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195434
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458545
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747803
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067555
–(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412432
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786598
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202228
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672254
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187677
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.784433
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47313
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23236
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11339
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15947
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.62438
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.6078
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.60092
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.54471
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.54345
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.54424
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.25712
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.26189
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.26867
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.27746
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.28828
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.30113
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72896
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95261
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194031
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457015
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74618
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065764
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408789
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78256
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197734
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666019
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181116
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776325
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46147
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21958
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09684
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13819
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.33383
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.95562
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.94881
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.88901
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.88804
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.8892
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.59302
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.59828
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.60561
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.61502
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.62653
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.64013
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727912
ø(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951472
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192664
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455522
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744585
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064006
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405239
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778629
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193574
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659952
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174676
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76839
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45008
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20702
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08057
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11725
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34956
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.32929
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.32257
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.2588
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.25818
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.25975
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.95386
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.95967
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.96762
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.97772
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 10.98999
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.00443
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72689
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950263
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191332
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454068
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743018
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062283
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401783
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774802
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189494
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654055
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168359
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760623
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43896
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19471
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06458
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09667
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31842
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.84965
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.7251
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.7208
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.6567
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.65875
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.66308
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.34885
ç(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.3575
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.36837
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.38149
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.39686
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725889
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949073
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190036
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452654
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741483
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060593
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398423
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771081
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185493
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648324
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162165
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75303
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42811
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18262
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04887
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07531
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2879
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82607
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.15975
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.1557
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.08691
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.08951
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.09446
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.76908
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.7785
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.79024
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.80431
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 11.82071
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724912
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947914
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188776
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451278
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739978
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058219
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395157
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767464
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181572
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642763
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156094
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745607
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41754
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17078
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03345
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0524
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.258
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78245
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.63042
×(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.62666
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.22409
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.23439
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.2471
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.26224
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.2798
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72396
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946789
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187552
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449943
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738503
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055342
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391986
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763954
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177734
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637373
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150148
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738358
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40724
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15756
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01832
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02999
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22872
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73812
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69693
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48189
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.71827
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.72957
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.74339
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.75972
(435.63, 13.87, 289.38) (444.97, 9.23, 264.76) (4.42, 3.21, 8.53) Truck 12.77859
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723031
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945699
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186365
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448647
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737061
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052553
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388914
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760552
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173978
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632153
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144329
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73128
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39722
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14442
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00216
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00808
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20131
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69464
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62825
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41696
œ(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722128
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944641
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185215
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447392
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735651
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049851
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385937
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757256
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170304
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627102
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.138635
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72438
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38748
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13163
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98566
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98667
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17506
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65198
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56439
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35236
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721248
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943617
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184101
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446175
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73427
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047236
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383056
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754066
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166714
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622222
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.133068
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71765
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.378
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11918
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96957
(435.63, 13.87, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96575
