¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(433.02, 10.47, 361.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25929
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02434
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523906
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07676
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70798
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.426
•(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24977
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20092
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03515
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98508
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03441
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22668
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60148
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2191
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14953
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40918
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147693
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396353
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667329
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959867
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278467
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.629189
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530887
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985582
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480662
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02823
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64636
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35566
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16873
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10999
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93871
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87497
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91056
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09078
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45024
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04025
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93489
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14849
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129827
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376918
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646116
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935882
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252124
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600133
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982697
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947174
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437901
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980274
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59092
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28628
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08892
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01715
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84438
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76737
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78976
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95127
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30103
ò(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86645
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7266
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8792
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112057
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357592
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625028
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912076
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225988
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571317
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949914
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370283
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395647
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932853
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53737
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2226
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01028
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92583
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75216
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66224
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67192
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81528
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14241
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69745
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52098
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97817
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094385
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338382
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604069
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888451
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200062
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542741
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917437
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334155
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796163
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886022
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48452
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16253
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93671
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83592
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66191
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5595
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55695
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68279
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98804
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.519
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31154
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.40735
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.85518
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076815
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319283
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583239
Ù(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865009
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174345
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514406
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885263
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298384
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755312
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258179
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43234
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10323
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86875
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75035
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57371
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45914
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4448
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55367
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8378
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34202
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.06328
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.18472
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.58648
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059347
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300302
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562392
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841755
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14884
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486317
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853397
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26297
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714933
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212894
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770648
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04473
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80177
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67289
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49043
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36108
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33542
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42788
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69163
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17004
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11187
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96905
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32381
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041987
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281441
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541249
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818687
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123551
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458475
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821844
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227915
¾(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675031
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168165
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.718449
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33966
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04783
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5966
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4143
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26984
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22875
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30534
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54936
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81455
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82175
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75747
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06871
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024734
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262703
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520284
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795812
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098482
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430884
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790599
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193223
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635599
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123993
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666961
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28123
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98127
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78435
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3399
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18548
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13112
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18592
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38225
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01892
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6424
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55471
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81824
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007592
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244091
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499498
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773128
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073631
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403543
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759666
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158892
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596644
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080375
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616178
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22365
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91571
§(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70959
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60943
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46106
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37082
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37908
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52436
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87477
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46831
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35825
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57614
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990562
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225605
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478893
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750641
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049002
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376456
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72905
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124925
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5582
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037312
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566455
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1669
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85116
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63515
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5244
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37806
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27633
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27541
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40693
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73463
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29942
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16669
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34522
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973648
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207249
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458469
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72835
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024595
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349484
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698746
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091321
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520524
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994797
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518765
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11098
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7876
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56192
(433.36, 10.50, 361.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44087
