¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (394.17, 14.88, 307.74) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.110301
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.732563
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.720771
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.70995
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.700097
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.691201
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.689853
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.70291
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.732648
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.786462
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.898531
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.914104
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.889594
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.866282
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.844123
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.823115
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.803209
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.7844
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.766662
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.749979
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.73433
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.719701
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.706084
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.693446
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.681793
Ÿ (393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.671102
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.661372
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.652611
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.651361
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.662735
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.688268
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.73231
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.808096
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.889125
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.864787
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.841625
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.819619
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.798738
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.778966
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.760283
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.742665
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.726098
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.710558
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.696042
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.682512
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.669977
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.658408
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.6478
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.638147
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.629499
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.628312
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.638846
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.66236
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.702181
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.767233
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.900204
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.877365
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.853106
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.830031
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.808107
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.787302
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.767612
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.748998
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.731456
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.714955
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.699474
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.685015
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.671548
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.659065
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.647547
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.636999
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.627392
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.618817
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.617635
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.627827
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.650488
¡ (393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.688636
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.749852
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.863862
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.877545
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.853321
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.830269
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.808368
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.787592
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.767926
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.749339
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.731814
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.715337
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.699885
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.685443
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.672004
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.659543
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.648051
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.637525
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.627939
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.619383
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.618199
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.628413
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.651124
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.689351
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.750747
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.865564
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.889684
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.865429
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.842348
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.820419
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.799618
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.779926
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.761327
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.743785
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.727288
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.711828
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.697377
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.683922
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.671459
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.659966
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.649431
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.63985
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.631265
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.630058
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.640666
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.664309
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.704427
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.77017
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.907391
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.915082
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.890728
 (393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.867564
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.845559
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.824677
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.804914
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.786254
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.768646
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.752093
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.736585
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.722093
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.708597
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.696097
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.684572
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.674009
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.664414
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.655775
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.654512
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.666012
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.691836
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.736549
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.81414
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.957113
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.9326
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.909283
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.887123
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.866117
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.846238
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.827451
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.809732
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.793093
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.777483
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.762906
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.749336
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.736773
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.725188
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.714577
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.704936
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.696239
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.694872
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.708187
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.7386
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.794065
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.915929
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.024391
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.999621
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.976058
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.953687
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.932476
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.912397
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.893416
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.875542
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.858745
á(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.842997
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.828292
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.814607
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.801941
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.790273
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.779593
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.769874
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.761144
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.759698
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.777266
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.819901
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.922289
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.15262
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.127505
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.103674
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.081016
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.059564
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.03926
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.020086
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 5.002036
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.985106
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.969232
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.954451
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.940703
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.927996
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.916301
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.905625
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.895962
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.887273
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.886923
(393.86, 14.79, 307.68) (410.82, 8.48, 315.78) (0.81, 2.16, 0.81) Human 4.933261
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868392
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264059
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18665
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05306
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1267
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02389
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8432
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2917
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28392
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44079
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73385
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22848
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73266
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17204
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03267
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861459
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436831
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193159
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10065
‚(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9759
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01402
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95417
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77831
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18957
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22015
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32176
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62339
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11088
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62162
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59575
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41206
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30786
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853594
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380994
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12159
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01391
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90867
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90131
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8844
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71668
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08834
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14081
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2241
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51315
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98193
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31882
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47142
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92343
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66227
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823533
(393.86, 14.79, 307.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331099
