¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(331.66, 7.40, 369.84) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.353857
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.616878
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.64011
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.701968
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.805513
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.914702
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.39552
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.427951
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.577119
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.49147
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.09715
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.29083
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.77737
(331.76, 7.36, 367.55) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.09731
(331.76, 7.36, 367.55) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.13434
(331.76, 7.36, 367.55) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.28111
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.540055
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.551693
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.5716
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.592582
í(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.614661
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.637861
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.701298
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.804812
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.913966
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.431998
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.512794
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.673291
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.482349
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.890758
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.16144
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.63525
(331.76, 7.36, 367.55) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.15831
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.84083
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.22403
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.35196
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.35412
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.27391
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.61103
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.537831
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.550273
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.570161
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.591124
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.613182
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.636362
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.701126
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.804632
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.913776
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.470003
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.607602
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.773154
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.474296
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.694091
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.03621
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.60073
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.69696
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.86689
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.45766
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.34346
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.32835
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.40169
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.583
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.536491
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.549562
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.569441
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.590393
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.612441
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.63561
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.701451
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.804972
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.914134
é(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.544658
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.706011
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.298253
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.467305
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.570862
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.914992
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.6158
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.71229
(331.76, 7.36, 367.55) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 14.03925
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.47708
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.36091
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.34578
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.4181
(331.76, 7.36, 367.55) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.59701
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.04101
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.536036
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.549558
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.569437
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.590388
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.612437
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.635605
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.702274
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.805835
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.91504
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.641643
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.808193
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.287975
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.461374
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.76474
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.79763
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.63314
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.72993
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.87371
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.09576
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.17498
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.16005
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.04205
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.56874
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.02746
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.536465
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.550261
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.570148
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.591111
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.613169
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.636348
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.703595
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.80722
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.916493
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.742317
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.22617
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.27913
é(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.456497
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.44405
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.709024
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.65277
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.74989
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.35079
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.18343
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.15086
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.137
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.24826
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.49253
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.01737
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.537777
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.551671
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.571579
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.59256
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.614639
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.637839
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.705414
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.809126
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.918495
(331.76, 7.36, 367.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.846857
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.218866
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.271712
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.452676
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.14441
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.60958
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.6747
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.77221
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.3756
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.20766
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.17465
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.16077
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.2726
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.51936
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.01073
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.539975
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.553792
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.573727
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.594738
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.616848
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.640079
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.707732
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.811558
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.921046
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.162457
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.212958
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.265712
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.449904
(331.76, 7.36, 367.55) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.905434
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.6349
ë(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.69896
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.79688
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.40337
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.23477
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.20111
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.1872
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.29953
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.54864
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.00753
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.54306
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.556621
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.576596
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.597646
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.619796
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.643071
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.710551
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.814513
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.924149
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.15801
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.208443
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.261125
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.448182
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.6912
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.66279
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.72556
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.82395
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.4341
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.26478
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.23026
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.21631
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.32906
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.58039
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.00777
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.547035
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.560164
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.580187
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.601286
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.623487
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.646814
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.713871
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.817994
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.927803
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.154931
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.205317
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.257949
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.447509
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.72176
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.69329
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.75453
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.85342
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.46784
ë(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.29772
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.26213
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.24815
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.36123
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.61464
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.01146
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.551906
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.564422
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.584502
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.605662
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.627924
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.651314
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.717694
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.822002
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.93201
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.153217
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.203576
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.256181
(331.76, 7.36, 367.55) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.447885
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.75497
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.72642
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.7859
(331.76, 7.36, 367.55) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 12.88533
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.50463
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.33364
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.29674
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.28273
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.39607
(331.76, 7.36, 367.55) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.65142
(331.76, 7.36, 367.55) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.01859
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.557675
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.569397
(331.76, 7.36, 367.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.589546
