¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(394.91, 13.96, 249.26) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 11.91894
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66054
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44936
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30347
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20242
¹(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29403
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30791
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86294
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73387
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38391
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96243
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58158
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40347
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40508
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120764
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362433
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625272
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91218
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226538
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572423
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954693
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379087
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852513
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384555
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986763
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67375
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46462
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34835
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2806
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38591
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52537
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27832
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04007
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60811
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20045
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83575
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68095
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77382
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121871
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36362
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626603
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913627
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228113
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574136
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956605
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38147
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856078
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389591
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993609
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68288
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47671
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39796
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35837
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47944
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87641
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71398
º(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27264
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84005
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44775
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10004
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00123
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15941
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122999
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364843
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62791
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915075
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229709
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575907
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958557
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383636
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858516
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392324
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996733
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68646
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48082
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41655
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39771
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52949
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0463
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9642
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50823
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09008
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71368
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38781
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40505
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60213
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124137
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366064
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629265
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916546
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231327
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577685
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960527
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385834
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860951
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395147
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999851
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69008
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48502
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42853
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43768
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57659
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16947
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16805
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75893
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35723
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99902
Ü(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.50432
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.36901
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.3853
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.55937
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.51834
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.9738
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125308
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367323
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630618
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918031
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232979
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579481
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962519
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388061
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863446
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397935
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00308
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69374
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48925
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4405
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47818
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65402
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29459
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35145
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01944
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6351
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38232
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.51666
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.38646
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.40739
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.58185
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.53408
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.03125
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.54157
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12647
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36858
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63198
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919559
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234623
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581317
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964551
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390287
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865973
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400753
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00629
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69743
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49353
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45245
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5193
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75142
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42176
Ş(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53843
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2902
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98784
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79992
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.53321
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.40793
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.43346
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.60837
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.54449
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.54877
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.53725
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127612
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369867
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633403
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92106
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236282
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583141
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966607
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392589
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868497
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403644
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00956
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70119
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49785
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46439
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56103
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85007
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55093
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72907
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61403
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39188
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23833
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.55401
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.43344
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.46352
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.63895
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.57767
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 21.16039
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731595
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37114
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634784
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922596
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237996
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585017
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968664
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394859
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871098
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406547
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01284
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70496
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50705
¿(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47631
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60329
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94988
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6916
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84524
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85661
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61467
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43725
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.57907
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.46302
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.49759
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.67363
(395.35, 13.96, 248.86) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 20.60557
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733354
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372443
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636233
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924167
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239692
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586891
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970739
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397183
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873715
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409455
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01619
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70876
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51714
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48818
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64098
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03146
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70211
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8092
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97479
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74223
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78964
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41626
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735128
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960648
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63764
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925709
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241412
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588807
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972808
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399529
(395.35, 13.96, 248.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876326
