¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(329.92, 7.43, 375.13) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.78115
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.75751
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.74181
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.72939
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.72025
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.71438
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.71176
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.7124
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025702
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257267
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508622
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782406
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081725
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410134
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772126
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163969
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506433
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86195
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23814
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649683
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10161
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60013
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39271
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78045
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.57999
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.55144
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.5262
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.50425
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.48556
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.47013
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.45793
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.44895
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.44318
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.44063
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.44128
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027753
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259475
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511056
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785065
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084578
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413318
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775594
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146645
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487566
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853332
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228768
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639445
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09036
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62987
¯(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43046
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73569
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.46715
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.43782
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.4118
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.38905
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.36955
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.35327
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.34022
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.33037
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.3237
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.32022
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.31993
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029848
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261719
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513511
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787743
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087529
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416537
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779166
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129817
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469219
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840008
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220041
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629851
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07985
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66299
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46887
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69055
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.7606
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.73073
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.70421
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.68103
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.66116
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.64457
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.63126
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.6212
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.6144
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.61084
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.54753
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031235
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26404
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516009
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790474
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090551
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419855
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782807
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11339
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451359
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820477
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211918
±(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620958
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0701
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69659
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50789
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64504
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.97961
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.94933
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.92244
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.89893
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.87877
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.86194
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.84843
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.83822
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.8313
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.82766
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.76351
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031743
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266392
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518554
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793282
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093591
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423187
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786531
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097458
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434018
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801517
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204391
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612782
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06109
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73071
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54745
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09584
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.20784
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.17712
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.14984
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.12599
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.10553
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.08845
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.07472
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.06435
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.05731
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.0536
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.98855
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03231
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268773
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52118
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796084
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096699
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426637
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773924
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081996
¯(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417162
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783092
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184198
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605241
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05387
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76538
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58769
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13099
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.44573
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.41455
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.38687
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.36266
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.34189
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.32454
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.3106
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.30005
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.29289
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.2891
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.22313
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032858
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269382
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523821
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798985
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099822
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430086
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760112
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066954
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400811
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765253
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164626
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598427
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08447
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80055
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58043
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16587
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.69384
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.66219
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.63408
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.60949
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.5884
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.57077
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.5566
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.54588
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.53858
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.5347
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.46776
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03346
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269995
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526511
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801921
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10308
°(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433607
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746667
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052377
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384968
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747935
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145642
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583168
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11551
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77849
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5226
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17716
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.95261
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.92046
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.89192
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.86693
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.8455
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.82759
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.81318
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.80226
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.79482
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.79086
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.72291
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034043
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270668
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527893
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80491
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106346
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437222
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733646
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038284
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369589
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731183
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127237
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57181
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08287
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72893
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46589
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18396
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12862
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.19001
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.16099
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.13561
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.11381
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.09559
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.08094
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.06982
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.06223
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 18.05818
(330.03, 7.47, 374.88) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 17.98917
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034665
(330.03, 7.47, 374.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271338
