¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.03748
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846045
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166028
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518911
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910001
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345716
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834044
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385017
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01136
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72955
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56116
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53515
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69128
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52266
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51704
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36982
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10317
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 22.1808
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 22.41559
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.23897
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417687
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61016
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817989
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04301
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287459
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553827
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845147
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165046
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517844
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908804
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344368
‹(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832539
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383314
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00943
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72731
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55856
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53207
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68762
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51418
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32927
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44077
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51987
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 23.11797
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 23.1426
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238592
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417281
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609723
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817516
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04252
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286903
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55322
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844489
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164318
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517037
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907907
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340305
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829033
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380617
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00773
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72564
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55661
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52981
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68489
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50763
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32192
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51509
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95648
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 24.14273
(370.02, 7.22, 352.43) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 24.11988
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238339
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417013
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609435
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817206
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04218
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286537
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55282
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844053
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163836
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516506
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9073
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335278
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823409
‡(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374214
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00042
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72454
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55533
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46487
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64962
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50463
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31675
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38195
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41439
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238223
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416885
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609296
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817057
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042021
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28636
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552627
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843841
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163598
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516249
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907033
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334256
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818149
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368256
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993649
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72401
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55472
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30306
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45558
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.546
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35892
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43926
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73312
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238224
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416893
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609297
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817066
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042031
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286372
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552641
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843848
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163619
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516267
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907053
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334216
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813276
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362761
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987374
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72405
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55476
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24432
†(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26784
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58953
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40755
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72966
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73327
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238368
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417032
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609466
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817235
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042218
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286566
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552855
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844098
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163886
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516561
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907379
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33459
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808789
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357675
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981569
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72466
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55547
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24516
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08614
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63526
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4586
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92795
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73579
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238627
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417326
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609772
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817568
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042578
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286966
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553288
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844565
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164399
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517129
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908009
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335376
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804688
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35302
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976289
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72541
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55683
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24756
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91025
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67904
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51218
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1307
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74065
‹(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239029
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417752
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61023
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818064
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043113
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287548
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553922
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845249
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165164
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517972
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908946
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336516
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8047
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348824
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971499
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71937
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55886
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25148
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80543
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15091
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56831
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33978
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74788
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239552
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418314
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610833
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818719
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043823
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288319
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554765
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84618
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166163
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51909
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910181
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338039
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806389
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345084
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96723
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71382
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56155
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25693
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8114
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78287
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62703
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55548
(370.02, 7.22, 352.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75747
(369.32, 7.25, 352.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953348
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.132447
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.251571
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.342657
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.437528
ã(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.530438
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.501706
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.474642
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.417876
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.159222
(369.32, 7.25, 352.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.946823
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.489707
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.448352
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.123345
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.260258
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.40353
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.414345
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.400944
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.400532
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.443126
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.57253
(369.32, 7.25, 352.04) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 7.102118
(369.32, 7.25, 352.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945492
