¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.09679
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549225
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84563
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167905
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607907
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15626
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831675
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17453
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39075
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61777
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85647
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10752
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37192
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57399
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67658
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78334
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89445
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01009
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13036
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25555
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38573
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52116
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66206
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80869
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96119
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10825
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2551
†(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02751
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280928
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554795
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851654
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162548
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607749
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156068
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858868
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12963
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34396
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56901
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80548
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05423
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30735
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49895
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59785
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70313
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81272
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92678
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04541
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16885
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2973
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43087
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56985
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71441
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86483
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01353
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15842
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032429
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286213
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560503
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853532
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155596
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607225
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155484
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884394
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08651
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29899
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52209
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7565
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99437
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22263
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42886
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52593
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62698
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73426
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84681
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9639
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08571
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21239
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34424
ƒ(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48136
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62403
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77248
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92281
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06583
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037449
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291626
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566392
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847342
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148892
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606351
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154492
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908133
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04507
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25583
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47706
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70112
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91573
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14081
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36175
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45759
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5574
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66133
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77015
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88571
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00595
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13106
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26122
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3966
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53743
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68398
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83593
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9772
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0426
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297194
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563216
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841403
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147091
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605108
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153094
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930107
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00532
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21443
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.426
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62813
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83984
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06182
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29474
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39215
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49081
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59351
ƒ(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70042
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81168
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92958
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05314
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18171
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31542
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45452
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59925
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7498
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89242
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047869
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30056
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55793
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835703
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149596
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603524
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1513
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950325
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96721
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16755
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35813
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55762
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76658
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98561
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21537
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32957
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42711
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52868
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63438
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7444
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85887
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97857
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10559
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23769
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37516
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51817
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66697
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81138
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053247
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295866
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552862
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830217
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151945
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60498
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149107
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968676
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92444
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10439
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29261
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48958
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69589
‡(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91207
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13884
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26978
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36627
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46671
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57127
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68011
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79338
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91118
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03377
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16342
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29931
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44068
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58775
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73403
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052915
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291372
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548005
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824974
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154088
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607365
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146498
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985241
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87323
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04342
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22935
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42393
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62771
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84118
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06508
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21269
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30817
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40758
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51108
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61879
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73084
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84749
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9688
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09503
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22682
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36664
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51211
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66022
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048915
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287066
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543371
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81997
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15601
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609519
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143512
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999873
‚(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82753
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98873
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16836
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36067
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56196
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77284
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99399
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15826
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25282
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35124
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45368
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56034
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67131
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7868
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90694
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0319
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1619
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29717
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43995
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58968
(333.43, 6.89, 314.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045071
