¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(433.54, 10.51, 361.77) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.535917
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44026
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76114
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34576
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08234
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89746
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369473
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707733
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08017
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492162
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950297
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462597
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03482
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67392
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42977
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28895
¶(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22682
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19214
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2292
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33338
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59418
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14249
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84695
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71255
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92658
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341969
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677472
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046764
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455113
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908978
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416212
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986828
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62117
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37032
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1903
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1132
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11488
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.138
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22379
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4423
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94386
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6176
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53196
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70629
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314464
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647276
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013449
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418172
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867767
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370029
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934669
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56859
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28899
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09283
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00134
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98583
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04819
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09597
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29347
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74973
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39412
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29016
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47389
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287008
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617121
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980194
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381319
¶(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82671
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32401
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882748
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51439
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20531
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99656
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89123
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85812
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95384
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97063
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14759
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57613
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17628
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02978
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19479
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2596
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587029
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947021
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344549
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785786
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278193
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831075
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44864
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12257
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90151
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78277
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7325
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83794
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84778
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00463
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40268
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96397
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77649
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90594
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23228
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557034
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913927
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307974
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745023
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232532
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77823
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38339
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04336
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80762
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67601
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60907
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72238
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72731
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86452
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21045
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74326
·(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53007
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58858
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204995
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527125
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880996
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271458
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704415
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187103
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721048
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3187
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96987
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71492
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57095
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50347
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60906
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59795
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72723
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02298
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52264
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27406
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28101
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17777
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497246
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848085
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235098
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663967
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139995
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66433
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25456
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89722
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62768
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46751
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40327
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49792
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.471
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58504
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84007
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30785
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02516
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98285
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150628
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467484
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815344
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19885
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623723
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089843
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608029
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19098
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82533
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54558
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36848
¶(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30439
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38893
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34665
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44381
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66167
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09863
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78325
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69372
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12357
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437837
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78269
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162785
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581599
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040066
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55221
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12797
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75418
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46447
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27779
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20671
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28197
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22484
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30431
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49433
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89483
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54813
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4227
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7489
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096554
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408263
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750159
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126857
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537263
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990673
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496878
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06556
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68387
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38433
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18563
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11035
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16903
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10549
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16723
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33866
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6963
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31776
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16635
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44533
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069671
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37881
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717808
·(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089138
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493246
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941652
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441979
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00368
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61435
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30516
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09467
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0055
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05771
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98864
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03309
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18663
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51551
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08916
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91727
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14234
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042864
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349466
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68557
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052935
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449544
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893016
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387573
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942419
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5456
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22695
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00492
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90147
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94566
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87412
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90185
(434.04, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03814
