¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(379.17, 9.90, 320.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976552
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.503854
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.969216
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.497877
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.103566
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860319
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95539
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37577
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38266
 (378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87001
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7223
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9407
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.332626
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.566822
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.818657
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.089227
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387494
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.717862
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.085726
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.497759
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.962317
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.490007
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.094508
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849129
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94379
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36588
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3895
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83181
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67691
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88595
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.335622
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.568816
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.815006
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.085212
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.383058
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.712934
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.080224
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.491575
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.955319
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.482024
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.08532
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837245
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93131
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35456
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39408
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79444
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63256
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83245
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.338535
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.565438
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.811306
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.08114
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.378558
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.707938
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.074644
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.485305
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.948223
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.473935
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.076009
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824684
÷(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91795
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34181
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39641
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60775
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58924
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78024
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.33739
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.562011
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.807552
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.077012
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.373996
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.702872
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.068988
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.478949
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.941035
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.465734
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.066576
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811452
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90372
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32764
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39648
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54328
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54694
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72926
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334209
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.55854
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.80375
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.072829
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.369375
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697741
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.063259
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.472514
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.933753
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.457435
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.057026
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797561
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88863
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31208
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39431
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47794
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5057
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67961
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.330987
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.555024
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.799897
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.068593
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.364695
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692545
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.057457
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.465996
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.926382
à(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.449031
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.04736
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783013
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8727
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29513
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38988
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41174
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59485
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63115
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327723
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.551462
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.795996
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.064302
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.359956
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.687284
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.051585
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.459402
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.91892
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.440525
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.03758
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767818
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85592
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2768
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3832
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34472
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56847
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58393
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.324419
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.547857
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.792048
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059963
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.35516
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.68196
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.045642
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.452726
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.911374
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.431926
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.02769
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751989
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83832
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25712
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37428
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27693
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54308
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53799
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.321076
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544211
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.788054
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.05557
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.350308
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.676574
æ(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.039632
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.445978
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.903741
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.423229
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.017688
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735527
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81991
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2361
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36313
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.20838
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.51866
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82195
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.317695
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.540522
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.784015
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.051127
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345403
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67113
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.033556
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.439154
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.896028
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.414439
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.007586
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.718453
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80069
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21376
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34977
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13912
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49522
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.314276
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.536791
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.779931
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.046637
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.340445
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.665627
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.027415
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.43226
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.888233
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.40556
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.997379
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.700771
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78068
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19012
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3342
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06918
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47275
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49693
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.31082
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.533021
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.775802
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.042099
è(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.335434
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.660067
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.021211
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.425295
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.880361
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.396591
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.987072
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68249
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7599
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1652
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31645
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99859
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45125
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.7754
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.307329
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.529211
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771632
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.037515
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.330371
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.654449
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.014944
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.41826
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.872411
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.387537
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.976667
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.663625
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73835
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13901
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29654
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9274
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49599
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90509
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.303801
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.525364
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.76742
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.032885
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.32526
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.648778
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.008617
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.411159
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.864387
(378.58, 9.99, 320.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.378399
