¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.232562
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174794
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527866
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918721
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355839
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845846
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399047
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03102
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7514
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35726
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39408
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68081
á(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26824
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20788
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32942
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62864
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10987
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850716
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171074
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523392
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913998
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350557
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839898
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392322
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02484
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74365
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57602
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38473
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67444
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26043
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18429
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28729
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58549
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46216
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847147
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167144
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518702
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909019
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34499
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833643
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.385232
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0177
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73543
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56795
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37469
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66702
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25131
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15983
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24907
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54254
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69183
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843395
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163012
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513799
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903789
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339143
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827071
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377788
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01017
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72674
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55933
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36396
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65857
Ğ(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24089
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13448
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23103
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49982
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77399
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839456
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158675
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508683
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898308
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333015
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820186
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369986
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00223
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7176
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55018
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51646
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64909
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22922
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10829
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1955
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46263
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72743
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835336
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154137
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503356
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89258
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326612
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81299
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.361833
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.993891
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70799
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5405
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50516
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63857
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21629
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08117
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15643
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44631
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68201
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83103
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149384
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49782
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886604
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319933
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805484
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353332
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.985155
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69898
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53029
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49325
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66504
Ç(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20208
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05327
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11672
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42996
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70131
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826546
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144187
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492077
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880386
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31298
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797672
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344484
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976027
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69153
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51956
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48073
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65239
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18666
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02448
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07634
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37515
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77185
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821882
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138804
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486163
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873928
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305758
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789562
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335297
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966513
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6835
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50832
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4676
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63884
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10102
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99233
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03536
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31622
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10664
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817042
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133238
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480135
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867229
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298268
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781149
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326132
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.956612
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67492
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49657
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45387
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6244
®(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08268
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94431
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99373
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25732
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.73787
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812026
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127493
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473895
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860295
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290517
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772442
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31797
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946334
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66577
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48432
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43955
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60908
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06321
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82822
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9515
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53498
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.71276
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806835
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121565
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467443
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853127
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282505
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763445
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309399
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935681
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65606
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47166
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42465
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59289
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04262
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79497
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79799
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09272
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68764
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801475
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115461
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460783
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845729
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274237
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754156
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300419
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924657
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64541
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45858
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40917
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57652
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02093
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76087
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75331
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04933
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65746
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795942
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109182
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453919
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838103
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265715
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744582
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291039
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913265
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63359
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44501
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39314
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5593
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99814
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72593
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70772
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00573
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6173
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790243
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102728
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446849
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83025
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256944
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734731
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281263
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901514
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62136
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43094
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37662
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54119
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97428
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69019
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66124
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96169
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57676
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784376
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096103
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439579
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822176
(420.05, 14.42, 316.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247923
