¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.00, 14.76, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.704536
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99945
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41657
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89491
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50939
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62222
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420041
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678109
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959207
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266514
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60376
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975437
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387071
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845316
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358461
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818821
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30609
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75884
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14429
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62862
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14255
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54666
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95173
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24708
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55552
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.877
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24735
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68233
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25634
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35025
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41921
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677235
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958273
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265456
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.251791
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.21774
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.185257
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843748
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356709
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820618
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30809
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73217
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1179
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56619
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09103
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49983
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86889
Ó(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16028
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46706
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78412
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11934
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50914
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01482
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07035
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12787
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418419
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676369
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95732
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.251451
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.216044
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.182236
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.149985
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.220424
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354942
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822885
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30141
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70654
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09661
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50545
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0245
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4549
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78906
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07667
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38019
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69481
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02552
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37549
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78599
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7403
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84519
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417606
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.292361
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.253895
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.217102
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.181936
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.148358
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.116328
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.085811
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.570127
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825515
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27867
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68191
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07648
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48115
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95987
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41187
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71211
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99614
Ø(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29577
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60882
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93528
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2806
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64643
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42606
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57463
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.299059
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.259133
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.220915
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.18436
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.149424
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.116065
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.084246
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.053931
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.193492
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828619
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25684
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65826
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0576
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46079
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89705
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37071
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63808
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91862
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21453
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52619
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84852
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18943
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5505
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12655
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3156
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415968
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.227499
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.189517
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.153189
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.118469
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.085319
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.0537
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.113351
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.276634
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.49488
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23592
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63564
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03986
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44171
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87633
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30365
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56682
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84404
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1364
ä(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44501
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7652
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10189
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45838
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00272
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00473
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.76936
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.77756
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78446
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415175
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.197421
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.159664
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.123549
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.089037
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.056085
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.115129
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.195343
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.362677
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.541374
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.86779
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61395
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02333
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42387
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85707
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23098
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49827
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77235
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06127
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36625
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6852
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01788
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37002
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90123
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6892
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59496
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.53766
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.5445
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414349
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671929
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.131321
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.095411
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.116514
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.19496
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.276685
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.361852
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.451744
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.635865
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.832176
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.283021
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00794
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40734
Û(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83921
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16249
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42276
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70338
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98912
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29063
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60844
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93729
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29648
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83329
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57432
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57845
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.30705
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31383
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41352
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67102
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.120831
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.19765
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.277663
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.361025
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.447904
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.538483
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.632954
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.733806
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.936367
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.15293
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.748402
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39202
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82269
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09794
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33939
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62483
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91984
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21798
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53293
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86002
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23637
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76858
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46393
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3249
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07372
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08044
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412697
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670134
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950494
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.36325
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.448381
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.537113
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.62963
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.726135
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.82684
Ö(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.931981
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.044504
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.268315
