¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678669
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.35733
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.33343
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.31429
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.29934
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.28856
§(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.28193
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.07484
(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 21.28114
(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 21.28697
(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 21.29695
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551113
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822726
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119275
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444304
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802045
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197559
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637102
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128298
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674509
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2727
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95204
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74489
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69602
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81775
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16014
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69462
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51392
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04066
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77699
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.47194
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.09983
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551737
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823432
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120058
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445148
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802996
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198585
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638288
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129601
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676452
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27491
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95456
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74708
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69859
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82082
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16385
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66606
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46433
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.20403
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.17746
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.15489
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.13629
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.12163
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.11093
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.10414
(332.45, 7.31, 375.28) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 20.02986
¨(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 20.03014
(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 20.10732
(332.45, 7.31, 375.28) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 20.11623
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552363
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824097
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120803
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445963
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803875
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199579
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639354
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130847
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678394
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27712
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95707
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74916
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70105
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82374
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16734
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63731
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43257
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94865
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79203
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552932
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8247
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121457
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446718
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804698
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200485
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640387
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132012
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680327
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2793
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95954
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75108
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.48822
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45954
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.43342
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.40982
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.38872
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.3701
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.35393
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34022
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.32893
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.32007
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.31362
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30957
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30792
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30867
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553464
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825295
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122103
¿(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447406
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805469
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201349
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641317
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133082
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682259
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28149
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96201
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7529
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.52985
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.50108
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.47486
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45118
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.43001
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.41132
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.3951
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.38134
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.37001
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.36111
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.35463
(332.45, 7.31, 375.28) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 12.35057
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34891
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30297
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553965
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825845
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122705
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448062
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806158
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202127
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642204
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134026
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684172
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28361
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96447
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75455
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.51096
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.48223
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45605
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.4324
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.41125
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.39259
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.37639
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.36265
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.35133
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34245
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33597
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33191
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33026
(332.45, 7.31, 375.28) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 12.28438
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554401
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826326
½(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123234
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448647
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806816
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202882
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643023
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134934
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686045
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28577
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96692
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75608
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.49455
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.46585
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.4397
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.41608
(332.45, 7.31, 375.28) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 12.39496
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.37632
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.36014
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34641
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33511
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.32623
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.31977
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.31571
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.31405
(332.45, 7.31, 375.28) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 12.26824
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554821
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826767
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123713
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449193
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807437
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203509
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643731
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135793
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687931
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28788
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96931
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7575
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.48061
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45194
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.42582
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.40222
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.38112
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.3625
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34634
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33262
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.32133
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.31246
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.306
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30194
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30029
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.25452
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555198
½(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827176
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124183
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449656
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807971
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204115
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644423
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136523
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689774
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28998
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97173
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75875
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.46912
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.44048
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.41438
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.3908
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.36972
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.35111
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.33496
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.32126
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30998
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.30111
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.29466
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.2906
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.28894
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.24321
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555531
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82754
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124558
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450128
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808426
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204638
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644989
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137194
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69078
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29207
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9741
(332.45, 7.31, 375.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75985
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.46008
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.43145
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.40537
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.38181
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.36074
(332.45, 7.31, 375.28) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.34215
