¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.91967
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789705
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287044
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846075
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47892
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20104
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97621
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65083
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75324
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76593
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36886
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60397
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.07045
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.09175
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.27216
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.05837
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.56606
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.12276
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.12879
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.13893
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920667
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134943
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366601
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617791
Õ(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894724
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205835
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54789
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925649
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341333
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786242
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283148
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841698
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47396
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19534
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98738
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66334
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8295
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70312
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32893
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52205
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02314
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.26436
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.06214
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.06369
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.55943
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.13517
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.14117
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15357
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919222
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133386
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364906
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615955
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89434
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205408
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547421
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925155
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338419
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782969
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27951
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837591
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46929
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18998
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99952
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68638
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90696
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65023
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36521
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44325
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.17466
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15549
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.14968
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.93182
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.05664
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15072
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15761
Æ(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.17139
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544937
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131917
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363362
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614256
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894049
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205076
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547071
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924762
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335671
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779938
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276111
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83376
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46492
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18499
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0126
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75172
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98563
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68508
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40362
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.21848
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.17929
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15701
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.15473
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.95635
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.06155
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.16946
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.1786
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.19241
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544287
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748013
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361882
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612698
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89383
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20485
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546841
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924493
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333164
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777115
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272955
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8302
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46086
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18035
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00861
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81799
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99073
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7219
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44418
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.23922
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.19807
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.17484
Ã(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.17497
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.18484
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.97376
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.57673
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.20433
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.21541
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543711
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746916
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964217
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611205
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893713
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20472
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546682
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924307
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330811
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77451
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270051
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826885
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45714
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17606
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00367
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88521
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9837
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76068
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56831
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.27705
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.23894
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.2154
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.21339
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.0156
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.20956
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.51196
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.23602
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.25435
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543209
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745914
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963132
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609877
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893666
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204685
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546625
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924261
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328636
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772106
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267365
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823893
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4537
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17214
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99913
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92118
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97746
¹(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80143
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70211
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15801
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.2921
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.27286
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.06433
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.19534
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.03983
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.28006
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.27704
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.52798
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542781
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745006
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962149
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197608
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893735
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204741
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546681
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924314
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326704
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76995
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264926
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821157
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45058
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16858
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99501
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91204
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97181
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84421
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83949
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11387
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68118
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65243
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.10263
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.08865
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.07807
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.3166
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.31356
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542428
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744192
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961267
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196652
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452697
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204854
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546835
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924494
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324923
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767967
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262705
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818663
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44776
¡(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16533
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99128
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90353
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96671
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88902
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98055
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21703
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69121
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66349
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.14447
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.13044
(404.79, 14.27, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.52953
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542119
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743472
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96049
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195807
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451777
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739087
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547095
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924589
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323347
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766225
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260768
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816469
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44528
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16248
(404.79, 14.27, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98112
