¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(362.90, 7.09, 351.53) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.958736
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634893
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917027
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225691
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623467
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741223
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13327
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49151
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881049
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30602
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77135
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56355
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63285
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93004
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46729
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38787
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85129
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21052
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116562
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357597
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6148
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895093
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201658
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60949
·(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712311
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129005
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486901
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876055
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30054
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76536
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50501
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56288
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96478
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37497
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26065
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70366
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99621
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102169
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339271
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59487
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873343
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180418
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595266
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683435
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12527
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482878
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871647
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29577
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76012
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44684
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6451
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06342
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2833
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13487
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55751
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7852
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087114
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321088
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5751
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851774
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161804
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580801
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057589
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122046
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479388
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867878
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29161
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75559
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38903
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74846
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17231
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1923
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01405
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41285
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55359
ª(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070471
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303053
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555496
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830391
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14555
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566101
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040919
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119349
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476469
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864681
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28813
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75182
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3316
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77308
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30879
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10198
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90445
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26969
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31339
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053959
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285165
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536057
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809195
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132285
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551171
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023993
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506979
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474107
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862131
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28535
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74873
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35149
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77194
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45075
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01236
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79584
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12803
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07727
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037584
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26743
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516788
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788189
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118821
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536019
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006819
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477069
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472324
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860171
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28322
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74638
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43048
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77174
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50576
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9219
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68823
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98789
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84517
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021344
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249845
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497689
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767374
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105161
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520648
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989405
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447282
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960646
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858806
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28176
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74478
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50917
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77238
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48231
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83512
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58162
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84927
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61203
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005242
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232412
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47876
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749221
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091309
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505068
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964579
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417625
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927165
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85807
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28094
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7439
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58757
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77391
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48402
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93937
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47604
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71218
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69723
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989282
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215137
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460004
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732605
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077272
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489282
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938241
˜(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388103
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893851
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.387991
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28079
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74372
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66555
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77631
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48671
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07168
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37148
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56714
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.50315
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973461
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198019
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441424
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716042
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063056
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473296
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912016
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358718
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.860711
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344451
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28128
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74429
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7431
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77961
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49039
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24033
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26795
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42349
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31193
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957783
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181057
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42302
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699533
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04866
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457118
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885909
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329478
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827747
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301608
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798844
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74558
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82015
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78378
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49286
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42237
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16546
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28176
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12356
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942249
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164257
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404793
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683084
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034097
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440751
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859925
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300389
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794965
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259457
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751935
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74759
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89662
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78881
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49239
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50157
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06401
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14197
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00654
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926861
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147616
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386746
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666698
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019368
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424207
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83407
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271453
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762373
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217992
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705812
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27491
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97252
