¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.371
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103315
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569948
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095532
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.691791
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36589
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12177
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76999
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85256
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13888
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.11973
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.08875
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.06082
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.03593
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.52258
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.54056
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97167
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.95392
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94008
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93014
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92409
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690649
’(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901364
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129527
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386273
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665241
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96901
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305794
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681443
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097934
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563915
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088716
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.684033
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35812
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83581
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75753
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83784
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12128
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.19571
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.16454
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.13643
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.11136
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.78652
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.8053
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96298
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94524
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93141
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92148
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91545
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689159
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899755
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127782
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383253
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662174
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965642
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301335
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676703
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092649
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557988
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082022
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676417
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35057
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82544
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74543
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82358
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10423
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.23175
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.19904
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.16942
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 15.14286
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 16.06276
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 16.0824
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9582
“(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94046
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92664
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91672
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91068
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68774
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898221
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126121
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38026
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659178
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962356
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296931
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672047
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087459
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552171
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075449
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668939
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02253
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81533
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73369
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80972
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.86022
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.82561
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.79404
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.76548
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.73989
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.00459
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97897
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.95731
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93957
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92575
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91583
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9098
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686394
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896766
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124543
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377293
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656259
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959151
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292581
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667479
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082365
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54646
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068998
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6616
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01403
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80554
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7223
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79629
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.4768
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.44333
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.41282
¢(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.38524
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.36056
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.0076
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.98198
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96031
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94258
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92875
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91883
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91279
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685118
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895388
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123049
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374356
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653415
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956029
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288972
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662998
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077368
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540858
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062672
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31266
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00581
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79607
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71125
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78329
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.16937
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.13729
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.10809
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.08176
(437.37, 15.10, 250.74) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.05826
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.50211
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9889
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96722
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94947
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93563
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9257
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.91966
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683915
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894088
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121639
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371447
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650646
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952989
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285624
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658603
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072467
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535367
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056468
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30512
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99783
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78687
®(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70054
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77069
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.76355
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.73015
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.69975
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.67235
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.64789
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.62636
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.99973
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97803
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96026
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94641
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93647
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93042
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682782
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892864
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120314
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368567
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647953
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950035
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282365
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654295
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067665
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529985
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66748
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29776
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9901
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77799
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69022
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75854
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02643
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.03509
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.00388
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.97572
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.95057
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.92842
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.01448
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.99275
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97497
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9611
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.95114
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94508
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681723
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89172
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119073
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365967
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645335
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947161
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279199
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650075
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062962
º(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10594
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661121
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29053
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98266
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76939
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68023
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74677
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01239
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.35599
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.32392
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.29496
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.26908
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.24626
(437.37, 15.10, 250.74) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.25299
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.01141
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.9936
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97971
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96972
(437.37, 15.10, 250.74) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96364
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680737
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890652
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117917
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36471
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642795
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944374
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276125
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645946
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058357
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100437
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654911
(437.37, 15.10, 250.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28345
