¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.30767
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.92253
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.91333
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.904585
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.896288
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.88843
 (409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.881001
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.873997
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.867406
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.861392
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.857287
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.855301
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.855388
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.85755
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.86184
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868356
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.877264
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.888811
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.903365
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.921472
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.943998
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.972386
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.009436
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.062104
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.175189
(409.37, 14.30, 243.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.33447
(409.37, 14.30, 243.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.28543
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.936753
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.926654
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.917029
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.907872
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.899172
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.890915
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.883098
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.875707
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868738
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.862183
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.856229
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.852186
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.850221
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.850295
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.852407
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.856606
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.862986
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.871704
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.882996
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.897204
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.914839
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.936691
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.964068
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.999396
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.048344
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.135317
(409.37, 14.30, 243.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.73544
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.933343
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.923277
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.913687
 (409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.904563
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.895892
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.887666
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.879878
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.872516
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.865574
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.859045
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.85313
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.849121
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.847171
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.847236
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.84932
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.853464
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.859765
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868375
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.879517
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.893522
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.910885
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.932353
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.959156
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.993542
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.040553
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.119167
(409.37, 14.30, 243.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68285
(409.37, 14.30, 243.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47306
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.93204
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.921997
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.912429
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.903325
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.894675
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.886471
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.878701
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.871358
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.864436
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.857924
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.852028
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.848032
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.846086
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.846149
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.848222
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.852348
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.858621
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.86719
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.878281
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.892217
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.909481
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.930816
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.957423
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.991489
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.037853
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.114044
 (409.37, 14.30, 243.97) (378.03, 8.79, 246.19) (1.36, 1.29, 1.33) Tools 14.90298
(409.37, 14.30, 243.97) (378.03, 8.79, 246.19) (1.36, 1.29, 1.33) Tools 14.90401
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.932819
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.922787
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.91323
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.904135
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.895497
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.887303
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.879542
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.872211
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.865297
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.858796
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.852899
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.848893
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.846942
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.847008
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.849089
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.853228
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.859525
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868125
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.879256
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.893247
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.91059
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.932029
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.958789
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.993108
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.039984
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.118066
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.35053
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.35162
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.935691
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.925659
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.916102
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.90701
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.89837
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.890176
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.882419
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.875088
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868176
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.86168
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.85576
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.851723
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.849759
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.849832
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.851941
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.856131
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.862498
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.871201
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.882469
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.896644
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.914239
 (409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.936031
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.963321
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.998503
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.047146
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.13267
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.35394
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.35502
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.940723
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.930678
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.921109
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.912005
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.903357
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.895156
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.887389
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.880051
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.873135
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.866633
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.860675
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.856579
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.854596
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.854681
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.856838
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.861116
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.867612
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.876493
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.888003
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.902508
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.92055
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.94298
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.971223
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.008023
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.060128
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.16754
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.35995
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.36104
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.948017
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.93795
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.928359
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.919234
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.910565
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.902346
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.894564
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.887211
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.880282
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.873767
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.867757
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.863573
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.861559
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.861664
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.863892
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.868297
œ (409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.874984
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.884135
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.89601
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.911012
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.929736
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.95315
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.982908
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.022362
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.080832
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.3701
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.36858
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.36967
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.957754
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.947649
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.938023
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.928867
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.920169
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.91192
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.904114
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.896737
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.889787
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.88325
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.87718
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.872876
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.870813
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.870944
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.873273
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.877857
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.884814
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.89434
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.906734
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.922443
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.942162
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.967025
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.999097
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.042916
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 2.114409
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.38135
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.37983
(409.37, 14.30, 243.97) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 13.38091
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.970181
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.960028
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.950355
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.941155
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.932417
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.924131
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.916287
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.908879
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.901896
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.895332
(409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.889196
 (409.37, 14.30, 243.97) (391.26, 7.92, 247.24) (0.81, 2.16, 0.81) Human 1.884727
