°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã (383.24, 11.08, 322.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37512
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976248
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.960215
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.854533
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.819157
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.802609
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.788677
Ç!(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.777339
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.768578
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.762422
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.758838
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.757878
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.122201
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.260131
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.408501
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.568501
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.74151
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.929138
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.144928
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.369462
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.615636
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.886669
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.186459
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.519761
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892441
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.311825
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.787166
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.187276
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.660719
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07995
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.993491
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.876929
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.83814
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.815826
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.796253
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.779374
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.765123
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.753503
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.74444
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.737967
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.138697
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.277841
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.427558
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.589062
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.763759
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.957641
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.171822
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.398871
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.647924
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922276
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.225918
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.563729
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.941731
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.367456
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.846659
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.248999
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.731088
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18652
Ó (383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04844
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.970202
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.917604
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.886267
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.858489
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.834046
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.812743
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.794489
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.779132
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.766598
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.155437
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.295816
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44691
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.60995
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786369
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.98912
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.199173
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.428795
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.680795
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.958548
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.266142
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60858
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.992051
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.424304
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.903913
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.312435
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.803333
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28764
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17715
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23966
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53723
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 10.11493
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 10.04005
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.987934
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.946524
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.912333
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.883702
(383.14, 11.07, 322.22) (358.94, 3.52, 327.71) (0.81, 2.16, 0.81) Human 9.859804
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.172421
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.314061
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.466557
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.631164
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.809342
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.014625
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.226985
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.459238
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.714256
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.995492
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.307139
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.65433
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.043422
ı (383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.482393
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.962711
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.377625
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.877502
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39819
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30969
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39903
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73415
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74204
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.189651
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.332575
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.4865
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.652706
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.834054
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.040545
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.255264
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.490208
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.748314
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.033121
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.348923
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.700993
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.095864
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.54175
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.023082
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.444616
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.95365
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51336
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44631
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56363
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95779
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.207128
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.351361
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.506743
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.67458
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.863734
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.066885
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.284014
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.521711
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.782979
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.071443
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391508
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.748586
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.149397
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.602402
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.085071
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.513463
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.031829
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63189
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58712
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7337
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19005
Ñ!(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.224852
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.370419
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.527289
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.696789
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.8924
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.093646
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.31324
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.553751
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.818257
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.110468
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.434904
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.797125
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.204043
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.664375
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.14872
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.584209
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939053
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75378
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73228
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91789
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48682
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.242824
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.38975
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.548136
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.719332
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917374
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.120833
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.342946
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.586336
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854155
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.150205
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.479126
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.846626
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.259822
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.727698
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.214068
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.656911
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05546
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8792
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88197
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11678
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82021
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.261046
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.409356
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.569287
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.744751
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.942731
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.148452
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.373136
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619471
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.890682
¯ (383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.190666
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524185
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.897107
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.316758
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.792404
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.281164
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.731625
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16846
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00832
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03633
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32439
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.279518
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.429238
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.590743
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.773921
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.968473
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176504
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.403817
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653163
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.927845
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.23186
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.570095
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.948586
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374873
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.858518
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.350052
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.808407
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28153
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14118
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2028
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53965
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3874
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.298241
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.449398
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.612507
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.801463
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.994604
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.204994
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.434993
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.687419
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.965654
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.273798
