¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119853
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324781
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543359
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.782189
 (335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.082446
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.416914
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.791709
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.202098
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.642347
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.148361
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.763096
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.504622
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43228
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66435
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.44957
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.46143
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42179
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.17582
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.129627
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331162
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550307
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789416
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.089846
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.425185
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.80101
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.201797
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.642009
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.156072
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.772043
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.52282
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45999
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.70245
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.49642
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.52338
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35686
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.13997
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135534
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337574
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55729
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79705
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.097127
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.433323
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.810165
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.201426
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641592
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.163588
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.780761
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.540645
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48711
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.73962
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.54123
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.58171
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29231
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10113
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.141468
õ(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344016
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564307
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804721
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.104285
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.441326
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.810067
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.200979
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641084
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.170897
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.789247
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.558078
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.51363
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.77583
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.58395
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.6363
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22816
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.05622
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.147428
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350488
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571358
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812428
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.111319
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.44919
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.809597
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.200454
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641408
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.178002
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.797495
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.87303
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.92308
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.81105
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.62512
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.68708
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16441
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01126
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.153414
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356988
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578439
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820172
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.118225
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.456913
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.809064
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199856
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.647414
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.184904
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448509
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25329
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3593
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.7781
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.66925
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73786
€(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10107
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95984
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159425
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363515
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585552
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82795
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.125003
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45917
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.808463
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199181
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231264
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801469
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465021
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27279
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40446
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83995
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.91704
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78083
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03816
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90147
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165458
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370069
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592694
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83576
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.131649
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.458565
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.807795
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76544
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251566
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825015
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486107
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29194
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42561
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89622
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.51565
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78774
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97567
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84397
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171515
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376648
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599863
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843604
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.138161
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.457908
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350648
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780888
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271969
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848444
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51325
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31974
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43618
Ó(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9505
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.24934
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79147
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95866
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78734
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177593
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38325
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607059
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851476
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.143323
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45719
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364352
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796289
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292274
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871781
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540313
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3479
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44593
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00269
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55112
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79199
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94905
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73158
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.183691
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.389875
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614282
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859379
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.14262
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991278
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811668
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312507
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567268
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36151
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45484
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05269
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5822
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78932
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93803
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67669
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189809
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396523
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621529
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867309
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655213
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003441
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391595
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826934
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332611
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918098
Ö(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592879
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39113
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46288
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10048
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61003
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29827
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92561
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.62268
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195943
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40319
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628799
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351007
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666098
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015518
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405149
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84218
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352634
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941105
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610189
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42043
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47009
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12772
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63465
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99659
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9118
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56936
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95938
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.202095
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409875
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077712
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360797
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676917
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027563
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418583
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857337
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372519
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963511
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627316
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44936
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47758
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1427
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65604
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56923
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89661
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51592
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89203
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208263
(335.53, 7.24, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830452
