¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(406.15, 14.26, 246.84) (386.15, 7.94, 260.70) (0.81, 2.16, 0.81) Human 10.93542
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318302
‡ (404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571132
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826339
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02749
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242306
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.062077
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.035235
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.009958
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.98622
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.963995
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.94326
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.923994
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.906177
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.889791
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.874821
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.861249
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.849064
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.838252
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.828805
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.820711
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.813963
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.808554
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.80448
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.801736
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.800319
(404.73, 14.25, 246.90) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.600492
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874478
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090138
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323498
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576787
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822899
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023826
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.058875
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.030577
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.003866
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.978713
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.95509
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.932973
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.912341
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.89317
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.875443
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.859139
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.844244
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.830742
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.818621
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.807867
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.79847
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.790422
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.783712
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.778337
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.77429
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.771568
‡ (404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.770165
(404.73, 14.25, 246.90) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.927456
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879043
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095048
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328809
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582558
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819925
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020672
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.028891
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.000723
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.974135
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.949099
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.925585
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.903572
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.883035
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.863955
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.846313
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.830087
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.815264
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.801829
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.789767
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.779068
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.76972
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.761714
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.755042
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.749697
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.745677
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.742974
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.741587
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.266493
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883658
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100047
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33425
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588473
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817447
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018021
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.000529
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.972485
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.946013
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.921085
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.897675
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.87576
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.855316
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.83632
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.818757
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.802606
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.787851
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.774477
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.762474
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.751825
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.742523
… (404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.734557
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.72792
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.722606
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.718608
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.715924
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.714551
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.236174
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888408
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105165
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339771
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594481
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815427
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015877
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.973757
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.945828
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.919466
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.894641
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.87133
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.849506
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.829149
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.810234
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.792746
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.776664
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.761974
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.74866
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.736709
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.726109
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.71685
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.708922
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.702319
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.697032
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.693058
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.690392
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.689031
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.207843
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893218
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110376
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345397
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600615
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813843
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043155
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.948545
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.920725
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.894466
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.869741
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.84652
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.824783
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.804507
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.785669
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.76825
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.752234
† (404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.737604
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.724345
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.712445
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.701891
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.692672
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.68478
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.678207
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.672947
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.668994
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.666345
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.664997
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.181465
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892847
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113875
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351115
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606826
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823281
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074191
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.92487
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.897152
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.87099
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.846355
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.823222
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.801566
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.781364
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.762598
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.745246
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.729291
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.714718
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.701511
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.689658
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.679147
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.669966
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.662108
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.655565
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.65033
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.646397
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.643764
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.642426
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.157021
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891992
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112943
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352401
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612756
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852572
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105786
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.902702
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.875082
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.84901
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.824461
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.801408
‡ (404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.779829
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.759699
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.740999
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.723709
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.707812
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.693292
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.680133
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.668324
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.657853
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.648709
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.640882
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.634365
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.629153
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.625238
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.62262
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.621293
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.134479
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891174
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112038
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35145
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609741
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864564
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13802
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.882023
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.85449
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.828504
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.804035
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.781058
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.759549
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.739485
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.720847
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.703615
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.687772
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.673301
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.660188
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.648421
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.637986
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.628874
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.621077
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.614586
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.609395
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.605499
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.602893
(404.73, 14.25, 246.90) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.601576
(404.73, 14.25, 246.90) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.113819
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890421
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111267
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350564
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605887
(404.73, 14.25, 246.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859522
