¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671751
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790982
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177099
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588082
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017908
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468276
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965174
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50129
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07973
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72372
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43396
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00456
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63279
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63407
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.499
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34116
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64457
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763962
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988198
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231865
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497557
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788239
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107343
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435063
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795995
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181966
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593449
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034897
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487071
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985109
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52347
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10908
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75665
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48695
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08302
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75076
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83633
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6935
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32161
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90908
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762955
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987162
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230733
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496289
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78688
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106167
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439777
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801197
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187072
‡(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599107
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052438
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506477
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00573
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54648
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13938
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7907
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52543
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16399
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93745
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04622
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85802
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30139
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1849
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762026
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986104
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229598
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49507
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785541
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104669
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444613
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806559
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192451
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605089
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063326
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526446
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02707
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57024
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17072
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82585
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56521
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24762
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13014
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26412
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02851
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28049
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47052
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761117
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985111
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228546
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493899
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784247
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103251
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449599
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812086
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198108
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611309
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070289
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547052
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04912
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59478
…(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20303
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86218
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60629
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33393
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32907
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49036
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20515
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25887
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76635
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760228
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984181
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22749
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492748
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783002
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101854
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453698
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817721
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204012
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617863
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077585
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568214
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07189
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62015
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23384
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89962
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64868
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42296
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53439
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69471
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38829
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23662
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759357
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983229
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226459
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491614
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781772
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100537
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452212
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823528
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21017
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62472
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085189
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590006
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09536
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6463
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2632
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93826
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69243
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51483
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74652
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86853
†(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5781
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35765
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758535
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982309
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22548
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490556
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780588
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099209
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450785
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829537
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216612
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631827
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093103
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608479
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11954
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67327
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29349
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97808
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73751
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60261
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96563
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04543
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76675
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56532
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757702
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981422
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224524
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489485
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779448
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097959
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449386
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835634
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223314
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639248
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101395
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617739
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14446
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70109
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32466
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01906
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78397
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65571
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10747
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19716
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93269
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29543
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756915
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980597
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22362
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488489
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77835
…(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096756
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448046
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837571
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230309
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646985
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109977
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62502
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1614
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71296
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33015
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06124
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83182
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71039
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24178
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35412
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10451
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33649
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756171
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979773
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222704
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487535
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777295
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095565
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446757
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836104
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233309
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642991
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097488
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604361
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16257
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71426
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33161
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08248
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88103
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78224
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3792
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51659
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28247
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02329
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755444
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978976
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221867
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48659
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776248
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09445
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445522
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834735
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218604
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626753
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079428
(325.75, 7.12, 333.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584186
