¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (371.94, 8.88, 338.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40073
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.91497
º (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89044
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34538
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17412
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8628
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07599
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.674898
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.786447
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.906374
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.035472
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.174238
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.32376
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.485297
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.660316
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.850533
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.059184
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.288515
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.540755
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.819453
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.131105
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.480188
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.874128
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.322914
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.838952
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.41133
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.068686
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.839578
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.756
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.8632
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84187
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28524
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0977
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7388
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90884
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.668939
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.780088
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.899962
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.0286
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.166853
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.315803
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.476702
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.651005
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.840412
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.048332
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.27662
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.527663
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.804974
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.114843
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.461984
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.853125
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.299038
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.810844
» (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.386397
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.039669
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.80539
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71512
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.81347
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79565
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22806
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02511
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27078
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74992
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.663148
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.774179
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.893737
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.021926
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.159682
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.30808
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.468361
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.641969
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830592
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.037802
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.265082
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.514967
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.790936
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.099072
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.444334
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.832749
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.275887
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.783588
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.362401
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.011763
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.77253
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67586
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.76573
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75175
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17378
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95628
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17822
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59897
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.657523
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.768529
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.887697
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.015453
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.152729
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.30059
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.460273
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.633207
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.821073
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.027594
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.253901
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.502664
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.777337
¼ (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.083787
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.427233
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813185
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.253454
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.757168
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.339337
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.98495
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.740973
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63818
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.71994
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71011
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12234
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89112
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09058
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45572
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.652067
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.763054
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.881841
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.009178
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.145989
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.293332
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.452437
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.624722
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.811852
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.017707
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.243072
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.490754
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.764174
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.068985
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.410679
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.794547
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.231734
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731582
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.311221
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.959223
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.710709
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.60206
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.67609
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67072
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07371
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82956
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00774
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31994
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.64704
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.757748
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.876169
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.003101
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.139462
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.286305
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44485
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.616508
µ (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.803047
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.00814
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.232594
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.479229
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.751441
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.054661
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.394662
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.776519
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.210715
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.707479
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.282561
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.934562
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.681713
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56748
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.63413
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63353
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02783
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77154
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92959
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6767
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.64223
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.752616
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.870682
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.997223
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.133149
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.279509
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.437514
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.608564
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.794567
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.998888
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.222464
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.468093
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.739139
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.040813
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.379182
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.759102
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.190393
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.684227
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.254857
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.91096
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.653975
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53441
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59404
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59852
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98467
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71699
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85604
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58245
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.637578
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.747654
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.865377
Ä (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.991541
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.127048
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.272942
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.430426
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.600892
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786372
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.989952
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.212683
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.457338
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.727262
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.027436
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.364232
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.742286
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.17076
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.661771
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.228087
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.888404
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.627478
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.50284
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.55579
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56566
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94418
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66587
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78701
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49426
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.633086
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.742863
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.860258
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.986056
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.12116
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.266604
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.423585
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.593488
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.778465
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.981332
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.203247
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446968
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.71581
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.014528
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.349811
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.726069
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.151812
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.640108
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.20225
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.85928
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.602212
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47275
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.51935
