¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (428.24, 15.02, 245.61) (448.28, 8.59, 258.72) (0.81, 2.16, 0.81) Human 7.460546
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313762
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655613
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032613
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439102
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865866
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331873
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851566
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.08421
ø(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.991151
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.829565
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.439456
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.415087
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.6684
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.8612
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.97218
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.0161
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.00611
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.94261
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.56604
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.55566
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.66324
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711518
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995577
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306237
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647345
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023452
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427623
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845778
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309531
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826601
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.99228
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.900626
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.730734
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.663422
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.638443
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.42072
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.39698
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.37555
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.35641
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.33955
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.32494
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.36824
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.50717
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.75254
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705311
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988633
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298643
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638989
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014216
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409572
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825861
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287343
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801829
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.989676
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.957747
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.92795
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21406
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.70463
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.50651
í(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.40455
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.33535
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.31497
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.32621
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.37029
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.46591
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.60315
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.84524
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701441
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983616
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292071
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630631
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004935
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391679
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806044
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265376
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777248
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21488
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83668
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54883
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10109
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.83436
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.63215
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.51824
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.442
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.42142
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.42876
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.47378
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.56742
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.70285
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.94547
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697517
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979359
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287389
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625459
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998071
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376616
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786877
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243536
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752869
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26622
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90123
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62235
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98932
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.99384
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.76326
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.63664
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.55297
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.53217
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.53537
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.58137
ä(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.6729
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.80641
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.05346
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693539
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975016
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282653
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620239
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989299
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366375
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775562
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22876
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733314
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3145
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96664
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69697
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87873
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.16329
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.90009
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.75996
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.6684
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.64738
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.6462
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.69323
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.78252
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.91396
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.16566
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689537
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970616
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277834
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614945
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979893
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356167
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764328
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216289
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719405
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31026
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97274
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72865
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74285
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.34104
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.0429
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.88841
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.79227
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.76724
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.7614
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.80952
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.89641
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.02721
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.28222
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685448
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966157
Ú(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272928
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609571
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97046
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346131
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753237
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203957
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711721
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30607
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.968
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66757
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.492
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.52758
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.19199
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.02221
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.92415
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.89193
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.88116
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.93042
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.01476
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.1483
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.40332
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681305
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96164
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268023
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603187
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961058
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33615
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742188
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191731
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708049
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30195
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96329
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58104
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25015
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.72344
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.34766
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.1616
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.06153
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.02167
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.00566
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.05612
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.13773
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.27415
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.52913
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677131
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95709
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26303
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594604
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951622
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326275
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731299
æ(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179634
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704353
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29784
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95862
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49692
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0169
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.03183
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.51025
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.30685
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.20465
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.15667
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.13709
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.18682
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.26552
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.40495
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.65985
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672926
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952477
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257975
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58603
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942206
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316472
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720503
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16766
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700665
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2938
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95403
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4151
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.4729
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.44477
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.419
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.39555
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.37442
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.35558
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.339
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.32468
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.3126
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.30274
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.29511
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28968
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28645
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28543
