¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (395.46, 14.59, 309.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925544
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650318
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825365
À(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029818
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281322
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545465
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83419
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151022
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494419
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855969
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487699
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717091
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961023
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22084
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498077
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794488
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.415627
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.560237
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.71559
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.882888
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.051732
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213962
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.359701
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514928
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680555
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857614
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053016
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309583
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576242
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867833
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187948
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53674
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90257
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488319
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71775
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9617
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221559
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498823
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795267
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.157
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.427449
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.57291
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.729208
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897556
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072484
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.239629
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387149
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544101
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711619
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890762
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082728
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338609
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607864
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902414
Ö(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225923
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580319
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274006
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490178
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719714
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963797
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223763
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501185
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819696
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18519
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.439466
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585796
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.743056
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.912477
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093691
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262354
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415328
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574059
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743533
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924825
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119168
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368412
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640345
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937953
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264968
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625185
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277023
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493361
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723071
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96735
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227521
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507475
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847797
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21541
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.451682
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.598895
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.757139
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.927653
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111881
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285583
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444246
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604818
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776309
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959825
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156625
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398198
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673701
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974464
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305105
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670224
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281259
à(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497826
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727814
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972321
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232834
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535368
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877736
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24764
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.464093
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.612208
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.771453
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.943084
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.128562
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309319
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473919
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636389
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809966
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995779
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195117
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426217
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707948
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011967
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346352
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029236
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286731
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503611
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733908
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978794
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245378
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565028
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909592
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28197
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6856
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.476701
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.625737
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.786002
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.958772
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.145523
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333569
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504361
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668789
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84452
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032708
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234672
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45493
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743098
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050479
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388731
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997165
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290369
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510701
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741346
ß(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986683
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274723
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596471
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943382
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31838
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72497
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.490077
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.639479
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.800786
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.974716
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162767
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358341
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535584
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702035
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879989
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07063
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275312
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495587
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779169
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09002
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43227
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96629
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257154
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519054
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750223
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004581
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305786
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629778
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979141
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35693
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76661
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.506662
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653437
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.815804
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.990918
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180295
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383639
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567605
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736143
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916393
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109568
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317057
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540455
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816176
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13061
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669065
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936661
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225222
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52874
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760456
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03524
å(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33856
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664923
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01691
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39765
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81061
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523611
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667611
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831058
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.007379
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.198108
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405038
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600439
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771131
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953753
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149547
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359938
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586566
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854137
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17227
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642565
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908216
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194639
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504309
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782907
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06753
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373107
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701926
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05672
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44055
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85703
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.540924
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.682001
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.846549
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024097
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.216207
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42469
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630282
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807016
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992086
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190587
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403981
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633952
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893072
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215018
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682302
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952008
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243004
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557808
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757191
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040068
(394.41, 14.38, 309.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343668
