¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(326.86, 7.07, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84431
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00882
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88968
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48615
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09671
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71108
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79251
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14652
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714068
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905528
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111494
„(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331836
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554563
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79495
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055027
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337242
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635324
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960272
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315805
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696622
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11378
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57487
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08721
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62006
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09754
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11947
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05476
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62357
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24704
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51222
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68776
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19367
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710151
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901345
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106973
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328757
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557013
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797575
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057882
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340429
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638903
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964185
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320096
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705439
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123438
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585581
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09911
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67301
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18123
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23271
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18517
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76578
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40283
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6467
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6215
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24503
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706391
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897291
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102658
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324111
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559722
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80051
ƒ(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061076
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34389
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642941
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968558
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324891
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7148
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133783
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59699
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11182
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68721
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27791
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34871
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31525
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89549
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53155
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08422
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6491
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27937
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702807
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893434
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098515
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319623
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558737
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803756
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064576
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347684
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647379
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973402
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330168
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722155
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144731
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609156
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12537
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70234
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37669
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43453
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42541
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01568
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66323
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54519
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67956
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2243
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699401
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889757
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094539
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315349
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554106
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80729
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068412
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351844
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652249
ˆ(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978711
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335987
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72855
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156348
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622026
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13966
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71837
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44316
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48595
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51604
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14003
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79952
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03146
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71292
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37069
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696111
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886291
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090787
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311309
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549702
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808189
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072562
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356345
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657486
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984469
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342257
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735462
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168645
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635643
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15484
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73535
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48716
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53842
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56695
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26864
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94063
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34312
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82831
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70153
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692999
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882952
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087195
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307445
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54552
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803673
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077048
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361244
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663197
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990668
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349081
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742935
‚(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17767
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649988
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1708
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75326
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50305
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.592
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61971
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40167
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08668
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65548
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16641
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69008
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879788
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083817
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303784
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54155
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799368
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079782
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366487
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669285
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997314
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356396
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749872
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170171
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665091
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1876
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77209
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51868
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64664
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6744
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53924
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29086
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97955
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51785
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687299
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876773
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080596
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300318
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537828
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795317
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075352
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372068
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675817
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004465
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358472
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739426
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158669
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676394
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20526
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79185
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53467
š(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70242
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73096
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65976
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62561
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27786
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.17331
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.125
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.10299
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.08518
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.07154
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.06192
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684651
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873978
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077563
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29705
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534288
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791478
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071212
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376441
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682789
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002596
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349494
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7296
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147835
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655749
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22373
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81257
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55088
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75933
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78951
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72657
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9765
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.34012
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.04611
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.01408
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 18.00117
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 17.99199
(326.78, 7.08, 330.52) (329.51, 1.62, 297.71) (0.81, 2.16, 0.81) Human 17.98663
