¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ì (438.64, 13.87, 286.95) (422.71, 12.20, 307.19) (15.65, 9.44, 8.72) Truck 6.731505
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972938
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296218
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577085
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840672
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147387
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507599
¥(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919809
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441932
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16282
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24387
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30855
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60304
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14767
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12369
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65812
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161857
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409347
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6789
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973557
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296879
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572284
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835549
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165171
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52706
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945421
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453294
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18617
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27251
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35489
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67853
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27043
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18843
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94839
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162328
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409856
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679461
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974157
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297562
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567953
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85089
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183372
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546964
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971444
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464619
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20889
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3004
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40142
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75413
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39483
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25704
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32992
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162782
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410344
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680012
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97476
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298204
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564027
¦(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867935
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201962
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567347
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997919
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491104
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23101
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3276
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44825
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82977
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52082
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32958
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67106
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163241
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41088
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680553
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975352
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298882
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577522
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885382
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22098
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588177
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024752
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521087
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25253
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35405
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49528
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94745
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66082
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40614
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33367
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163704
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411353
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681109
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975953
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299526
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593903
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903203
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24043
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609445
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052043
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551535
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2734
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37974
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54246
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07958
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80927
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50418
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71394
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164166
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411852
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681643
µ(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976547
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300182
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61063
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921382
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260263
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631211
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079726
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582483
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29365
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40199
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58987
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19497
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9596
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61487
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59365
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164583
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41232
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682154
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977115
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300815
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.085974
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939932
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280533
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654037
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107838
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613866
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31319
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42258
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63746
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29685
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11934
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73946
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.27297
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165065
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412816
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682707
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977717
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301444
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.070215
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.170759
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301205
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67969
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136393
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645786
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33211
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44258
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68523
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3995
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2996
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.143966
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.269138
ß(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.115169
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.054156
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.119437
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.24241
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165488
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413303
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68322
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978257
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.959469
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.05543
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.155492
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.593466
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705741
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165345
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678201
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35036
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46209
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75193
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50294
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48249
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06697
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.243948
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.085996
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.029699
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.101703
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.217289
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165915
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413783
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683715
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978838
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.946078
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.041612
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.141224
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.245126
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73218
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194732
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704173
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36786
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48098
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84714
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60718
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66803
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23993
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.220335
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.089862
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.076384
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.085207
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.193738
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166369
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414232
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684234
Õ(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979376
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.933617
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.028754
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.127948
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.231411
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.339373
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.320778
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.30023
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.28121
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4993
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94183
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71212
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85624
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41935
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166789
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414696
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684738
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979957
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.922075
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.016845
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.115653
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.21871
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786118
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254751
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753632
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44163
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51704
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03597
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81782
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0471
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64372
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167193
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415153
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685247
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980475
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.911448
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.005879
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.104332
(438.14, 13.89, 289.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.347852
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813646
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280849
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779063
(438.14, 13.89, 289.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48155
