¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (340.72, 7.24, 311.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00576
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32562
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30998
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62612
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26212
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04459
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837372
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245879
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710604
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263311
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872808
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57322
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42437
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42722
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79166
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48521
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53687
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876296
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289179
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761738
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325381
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943624
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65789
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5237
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55421
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95918
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71185
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04155
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83633
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915168
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332496
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812768
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383946
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01468
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7429
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62353
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6857
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12865
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94189
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44958
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62909
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954044
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3758
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863685
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441978
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08596
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82819
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7238
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81792
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29417
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19307
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96344
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97551
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992863
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419092
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914488
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499923
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15741
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91367
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82451
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95077
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46745
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4545
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49872
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90531
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.574964
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462321
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965156
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557756
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22902
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99938
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92559
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08477
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65901
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75516
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09756
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05448
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.605492
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505484
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015629
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615422
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30077
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08527
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02701
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23357
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85919
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07758
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71383
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30529
»(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.64133
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548586
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065912
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672886
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36908
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17127
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13684
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38333
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06136
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40663
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20405
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55813
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.677918
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.086995
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115983
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730115
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43521
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26207
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24985
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.534
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26529
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74224
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70688
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79659
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.714436
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.127722
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165759
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787151
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50303
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3576
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36342
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68547
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47091
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09025
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22233
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.75087
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.168376
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.635203
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84386
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57647
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45337
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47747
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83766
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67805
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52985
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75034
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.787205
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.208944
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.680771
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906919
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64983
ç(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54936
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5919
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99046
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88664
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98678
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12238
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.823427
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.249409
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.72625
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969924
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72297
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6411
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70667
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14378
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12651
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51536
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97998
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.859521
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.289752
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.77162
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.329279
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79592
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72918
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82176
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29753
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3954
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0627
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.895472
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.329954
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.816861
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.398091
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86857
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81691
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93706
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45417
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66809
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62938
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.931262
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.370002
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.873456
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.467062
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1479
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90423
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05256
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62816
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94454
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21594
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966878
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.409877
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.933861
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.536166
š (341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22769
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.991
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16809
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80289
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22457
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9972
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.0023
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.457868
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.994293
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.605368
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.30768
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07725
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30134
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97834
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53252
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91354
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.037515
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.511031
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.054728
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.67464
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38785
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.24716
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43938
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15424
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8847
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01732
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.077424
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.564128
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.115136
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.743951
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48341
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.38395
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5773
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3305
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28275
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.12432
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.617129
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.175489
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.816553
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.6003
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.52249
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71503
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50695
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68837
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.171072
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.670008
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.235751
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.917321
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71841
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66276
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.79234
¬ (341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68345
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08205
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.217659
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.722737
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.316866
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01894
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83772
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.80475
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.90711
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88964
(341.13, 7.34, 311.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47539
