¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491853
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200364
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37802
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584936
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80705
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046138
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307288
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620442
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963262
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340115
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756159
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241581
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59635
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48823
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5316
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76832
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25733
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08421
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3781
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34367
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875274
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026982
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189788
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383255
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590522
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813089
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052621
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318716
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632942
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976946
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355174
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7728
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330297
‚(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57598
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46457
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50375
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73506
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21699
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03424
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31459
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26029
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864645
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015747
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19503
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388834
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596514
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819497
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059522
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330507
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645812
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991062
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37071
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789985
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556481
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55596
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44131
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47639
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7025
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17745
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98526
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25241
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1787
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8544
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01896
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200545
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394742
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60285
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826285
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066824
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342686
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659114
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005642
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386723
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842692
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791981
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53635
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41852
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44959
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67052
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13871
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93731
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19153
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09894
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853925
ƒ(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024421
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206415
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401011
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609517
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833459
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074552
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355213
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672783
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02064
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403259
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908634
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03732
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51709
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39611
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4233
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63917
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10075
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89034
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13197
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02094
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859361
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030203
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21258
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407579
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616582
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841041
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082701
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368115
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686862
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036095
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457411
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975786
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.293
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4982
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37422
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39753
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60848
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06353
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8444
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07372
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94473
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865092
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036301
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219044
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414522
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623982
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849014
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091257
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381395
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701372
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051972
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517926
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044188
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55967
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4733
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35272
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37233
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57844
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02716
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79943
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01675
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87024
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871067
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042651
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225854
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421764
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63178
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857385
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100813
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395035
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716258
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10587
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579519
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229115
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65188
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44747
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32751
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3476
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.549
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99154
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75543
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9611
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79753
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877311
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049332
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232963
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429389
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639912
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866119
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113665
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409045
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733099
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161606
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642183
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43838
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63108
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42209
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29796
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3234
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52021
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95671
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71246
ƒ(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9067
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72653
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88386
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056291
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240388
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437316
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648438
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875226
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126877
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423425
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78377
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218252
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705905
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655212
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61049
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39707
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26895
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29972
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49206
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92264
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67042
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85357
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65723
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890683
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063561
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248136
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445597
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6573
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884751
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140434
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440564
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835231
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275853
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770762
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875061
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59004
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3725
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24039
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2766
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46453
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88938
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62941
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80172
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58965
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897769
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071125
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256179
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454232
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666531
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894685
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154337
…(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487512
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8875
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334336
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836717
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857513
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56977
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34832
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21882
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25396
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43764
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85685
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58931
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75111
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52372
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892966
(335.20, 7.07, 331.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072148
