¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(424.11, 14.92, 246.36) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.321876
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399403
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748643
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130056
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569583
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958616
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38277
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85913
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44392
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84069
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26842
Â(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10931
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52376
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76643
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02076
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28748
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56745
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86153
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17083
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06482
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06412
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06714
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07387
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667248
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918143
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190151
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485895
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772235
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065455
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383722
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731564
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111403
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537276
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923559
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34453
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80502
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38656
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77917
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20224
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8515
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42871
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66779
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91831
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18099
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4567
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74619
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05058
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01158
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01088
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01388
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.0206
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661035
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911448
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182852
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477988
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761921
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054312
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371301
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716042
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093237
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505839
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889413
·(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30735
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76432
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3208
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7196
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13823
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60448
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33712
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57282
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81972
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07855
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35011
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63531
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93499
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.826
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96162
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96461
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97131
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654901
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904815
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175654
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470163
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751925
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043516
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359603
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7033
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078321
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47824
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85622
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27118
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72481
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2505
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66205
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07637
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52374
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24902
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48143
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72487
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98001
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24766
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52865
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8239
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.467
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.91629
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.91927
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.92595
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648865
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898259
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168558
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462409
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742261
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033081
À(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348259
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690973
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064859
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463758
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836889
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24008
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68639
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18177
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6064
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01657
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45932
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06218
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39349
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63361
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88525
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14919
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42621
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7172
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02322
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87485
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87782
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88448
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642895
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891814
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161546
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454805
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732913
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022973
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337322
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679079
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051876
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448936
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824453
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22657
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66515
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14531
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55262
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95887
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39716
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87145
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30895
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54591
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79418
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05455
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32776
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61473
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91639
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83725
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84022
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84686
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63699
Ã(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885439
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154656
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447268
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723923
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013248
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326764
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667589
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039351
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434805
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812784
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21388
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65131
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13017
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44873
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86976
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32545
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80672
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22769
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46164
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70672
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96369
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23328
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51637
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81394
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80346
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80642
(423.97, 14.81, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81305
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39331
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644057
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916666
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214087
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535076
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883867
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268195
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693685
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167224
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697363
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34101
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05208
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58179
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16732
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 12.64579
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 12.62051
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.0608
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39131
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641881
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914309
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211496
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536079
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884955
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269392
Ç(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695036
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168739
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699027
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31926
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04967
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57915
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16438
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81455
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.19664
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.17109
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389315
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639737
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911961
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208937
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534121
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886124
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270697
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696457
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170337
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700822
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2986
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04801
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57728
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16233
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81228
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.31168
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.28592
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387371
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637616
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909647
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206421
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531358
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887361
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272043
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697968
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172027
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702717
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30074
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02537
