¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(343.54, 7.75, 310.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4156
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619858
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891141
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30597
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790657
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25574
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7427
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34362
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0473
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55186
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08306
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11125
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1423
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17625
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21312
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25301
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29589
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34185
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39094
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44316
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49863
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55734
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6194
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68488
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75425
„(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82746
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504063
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832109
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213584
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595045
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864649
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227964
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70406
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17028
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64865
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1765
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93427
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42595
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97083
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05539
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08605
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11964
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15612
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19559
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23805
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28357
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33215
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38394
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43886
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49752
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55971
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62531
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69439
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.767
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478453
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813576
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193094
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57088
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838827
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151262
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618948
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08659
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55659
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10147
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82425
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3071
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83591
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00256
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03286
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06608
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10219
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14127
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18331
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22843
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27699
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32896
†(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38412
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44253
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50425
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56933
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6379
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70999
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452925
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794926
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172462
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547287
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813628
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098948
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53533
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00456
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46648
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07469
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71713
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19148
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70534
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95266
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98267
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01554
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05129
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0904
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1327
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17805
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22649
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27802
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33276
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39072
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45195
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51661
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58466
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65623
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435024
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776157
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151757
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524323
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789112
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072706
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453175
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924212
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37826
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04753
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61286
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07898
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58364
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90569
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93574
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96891
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00501
ˆ(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04399
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08598
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13096
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17899
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23017
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28449
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34203
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40286
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46704
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53464
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60574
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417836
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75726
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130881
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501949
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765215
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047165
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37247
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845486
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29188
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01999
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45536
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96957
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46533
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84995
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88466
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92224
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96184
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00051
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04218
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08683
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13453
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18534
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23928
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29644
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35686
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42065
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48782
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55847
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400559
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738291
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109955
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480179
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742008
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022305
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323076
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768347
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21476
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99211
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75421
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86308
„(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3503
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68052
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82433
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86147
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90152
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94453
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99055
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03963
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09178
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14347
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1971
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25388
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31395
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37732
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44412
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51435
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383208
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719206
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088903
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458998
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719379
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998121
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297173
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690009
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19049
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96388
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71187
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75951
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2193
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50362
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76708
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80381
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84339
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88597
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9315
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98006
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03174
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08655
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14453
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20581
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27039
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33705
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40348
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47331
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365748
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70006
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06773
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438419
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697421
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974648
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271957
†(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605083
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16585
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9353
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68077
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65871
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05622
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33311
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62472
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74914
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78835
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83049
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87558
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92365
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97483
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02913
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08664
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14738
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21139
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27882
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34967
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42407
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348236
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680785
(343.80, 7.80, 310.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046544
