¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
› (406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40029
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99255
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96627
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94279
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.92211
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.90419
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.88902
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.87659
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.86688
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85988
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85559
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.854
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85512
˜(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85894
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.86546
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002179
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331823
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695608
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099066
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548902
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887146
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238567
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624712
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04146
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48302
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96742
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72022
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20758
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19214
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.21004
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18668
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16288
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14191
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12374
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10838
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09579
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08597
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0789
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07458
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07301
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07418
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0781
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08476
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011422
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34201
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706888
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111609
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56293
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901915
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25815
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646019
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06428
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50797
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99478
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79294
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01604
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87247
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22013
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28304
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.30809
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020503
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352006
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71796
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123899
š(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576738
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920371
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278202
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667885
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08768
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53355
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02289
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86561
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06434
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93279
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29756
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38598
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.83926
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.87271
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.50284
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029369
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361804
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728791
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13601
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590241
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939232
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298681
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690189
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1117
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55982
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05174
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9382
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11183
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99212
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37378
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48742
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.91154
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.73361
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.77912
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.40611
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.94435
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.71293
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.91129
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03806
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371352
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739379
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147813
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602748
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958532
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319648
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713029
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13632
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58675
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11085
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01074
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15845
£(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05043
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44874
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58731
(406.01, 7.18, 361.74) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.9638
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.30124
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.30853
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.52765
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.81003
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046541
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380733
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749787
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159332
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602168
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978218
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341017
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736381
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16155
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61439
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1796
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08311
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20417
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10766
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52239
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68557
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.2538
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.02347
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.92454
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.05525
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.32637
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.60525
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.4056
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.94678
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054827
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389881
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759917
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17065
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601553
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992479
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362905
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76021
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18739
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64268
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24943
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16746
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24901
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1638
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59468
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78211
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.86372
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 24.00415
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.14673
¤(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.3366
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.5332
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.62424
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.8619
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062942
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398825
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769832
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181674
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600838
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994304
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385238
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784547
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21388
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67585
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32031
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26707
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29291
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2188
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66558
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8769
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.77862
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.73931
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.07024
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.19937
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.29034
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.5395
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.78229
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070867
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407497
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779464
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19243
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600098
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99629
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408014
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809448
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.241
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73959
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39224
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36779
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33584
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27262
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73502
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96984
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.7544
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.69732
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.99862
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.49387
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.49153
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.4601
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.70787
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.98468
£(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078552
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416026
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788867
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202897
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599224
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998405
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415047
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834826
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26873
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80427
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46599
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4696
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37778
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32524
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80297
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06087
(406.01, 7.18, 361.74) (375.74, 0.69, 380.89) (1.64, 1.39, 4.05) Truck 24.23612
(406.01, 7.18, 361.74) (375.74, 0.69, 380.89) (1.64, 1.39, 4.05) Truck 24.21482
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.79202
(406.01, 7.18, 361.74) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.9279
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.41983
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.19288
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.38594
(406.01, 7.18, 361.74) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.63857
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086032
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42426
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798025
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202844
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598301
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00071
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417564
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860688
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29711
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86985
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5527
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57256
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41871
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37662
