¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.10767
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.947416
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.933544
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.318693
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.747548
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.04829
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.042358
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.037614
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.034054
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.031672
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.030468
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.030438
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.031586
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.03391
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.037414
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.042099
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.188371
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.352057
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.616999
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.61497
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.047587
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.09566
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.11098
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.127759
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.013052
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.992901
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.974047
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.956468
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.940146
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.925066
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.947329
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.388685
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.799282
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.988568
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.982572
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.977751
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.974102
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.971621
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.970307
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.970155
!(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.971169
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.973346
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.0115
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.163589
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.32484
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.496053
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.743546
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.75236
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.975839
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.023275
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.038291
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.054749
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.060379
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.0053
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.952902
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.935351
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.960864
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.015849
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.073051
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.459806
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.851109
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.931123
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.925066
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.920176
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.916444
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.91387
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.912451
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.912186
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.913072
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.990884
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.14089
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.299859
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.468573
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.647903
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.884535
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.895011
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.940382
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.953695
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.968422
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.984575
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.436869
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.376725
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.318913
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.263352
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.244447
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.306061
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.370157
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.532068
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.883142
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.875869
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.869756
€!(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.864799
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.860991
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.85833
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.856813
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.856438
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.972097
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.120153
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.276989
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.443367
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.620128
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.808226
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.379577
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.145236
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926631
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.88681
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.90126
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.917122
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.45479
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.433056
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.679993
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.660231
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.615269
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.624909
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.609315
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.115877
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.899789
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.877164
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.85585
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.835823
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.817063
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.804917
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.816759
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.955037
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.101266
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.25611
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.4203
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.594662
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.780117
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.068413
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.077507
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.256307
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.03099
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.822516
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.836703
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.852288
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.435843
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.442346
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.660322
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.640587
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.622255
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.605309
ˆ!(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.606614
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.164372
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.826659
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.004882
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.983032
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.962497
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.943259
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.925294
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.939595
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.084117
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.237095
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.399243
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.571363
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.754352
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.997379
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.004885
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.013774
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.024058
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.139999
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.923076
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.774655
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.789977
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.418208
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.470528
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.806573
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.740121
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.676247
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.614849
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.647621
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.212801
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.884695
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.139512
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.117092
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.096018
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.076272
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.057829
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.068603
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.219837
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.380078
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.550106
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.55002
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.199083
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.951117
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.943819
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.952513
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.962588
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.974053
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.030143
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.821046
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.730092
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.401869
…!(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.498519
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.37127
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.296121
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.223887
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.15445
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.087702
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.261129
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.942685
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.281578
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.258554
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.236908
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.216623
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.197672
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.204221
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.36268
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.530753
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.483191
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.486574
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.491421
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.084728
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.88513
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.893637
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.903514
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.914768
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.927412
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926274
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.724484
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.386809
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.526309
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.040045
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.953972
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.871242
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.791717
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.715271
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.641789
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.000605
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.431667
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.408001
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.385749
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.364888
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.345395
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.346932
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.513181
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.420573
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.422363
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.425603
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.430295
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.225251
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.977108
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.837067
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.846754
ş (416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.857807
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.870238
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.03615
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.827971
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.373014
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.553881
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.844471
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.744357
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.648149
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.555685
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.466814
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.381385
(416.74, 13.06, 328.92) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 8.299261
