¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.2223
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656673
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035713
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323947
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633725
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969288
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355246
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797017
(418.16, 14.75, 248.33) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 10.05952
(418.16, 14.75, 248.33) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 10.03648
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097388
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354069
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639422
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953051
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299249
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659057
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037363
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324192
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633992
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96956
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34416
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784831
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83679
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092443
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348589
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633416
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946412
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291912
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661498
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038077
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324959
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63481
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970448
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335113
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77329
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6983
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087519
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34303
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627325
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939721
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284503
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663985
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039267
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326241
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636197
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971944
¹(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336737
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762359
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56054
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082597
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33743
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621177
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93293
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276989
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658556
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040947
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32803
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638135
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974044
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339042
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752087
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42361
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077692
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331743
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614954
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926067
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269395
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650127
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043088
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330354
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640642
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976766
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341981
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742429
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28754
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072785
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32601
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608639
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919142
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261748
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641585
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045737
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333199
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643706
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980082
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345588
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744094
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14403
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068849
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320214
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602285
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912138
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253984
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632856
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047964
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335717
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646083
³(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98227
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347555
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74581
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96232
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78987
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06575
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313316
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594314
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902882
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243235
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62046
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039953
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336724
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647177
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983441
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348847
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747215
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90974
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47951
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061113
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304919
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585105
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89276
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23203
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608004
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026861
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33824
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648815
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985235
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350793
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74931
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79345
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18067
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056526
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298398
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575858
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882586
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220779
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595497
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012898
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334907
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651023
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98764
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353378
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752155
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49071
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89281
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051967
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29274
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566562
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872351
¹(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209484
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582945
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998865
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327606
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653791
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990641
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356651
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755707
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19493
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69609
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58226
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047436
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287088
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557297
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862076
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198124
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570338
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984781
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320752
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65587
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994243
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360568
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760001
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90627
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6369
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28993
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042974
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281395
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551084
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85177
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186753
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557701
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970665
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314331
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648921
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998474
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365176
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76499
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83481
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57837
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00779
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28293
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038534
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275717
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544859
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841424
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175301
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545005
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956496
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308381
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642437
¸(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003308
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370427
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770739
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81057
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52044
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70173
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07775
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034152
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270001
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53862
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832682
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163852
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532278
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942288
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302886
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636465
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999811
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376336
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777192
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78428
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46318
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52852
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46145
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029796
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264262
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532358
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825812
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15235
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519512
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928038
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297821
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630986
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993836
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382947
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784369
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75597
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40652
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46165
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19269
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0954
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025488
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25853
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526092
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818936
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140812
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506709
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913758
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29322
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625984
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988402
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384498
Ü(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792298
(418.16, 14.75, 248.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72568
