¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113496
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617543
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037026
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501361
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872834
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26026
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68149
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12888
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55145
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64437
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74157
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84326
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02903
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25479
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49014
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73545
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07959
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50309
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496214
ƒ(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846902
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220028
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599079
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016612
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473233
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842363
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22721
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64556
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08826
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54846
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71135
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81696
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03097
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25395
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48625
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72843
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60076
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99919
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60962
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49087
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834733
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203259
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580618
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996235
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44342
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812544
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19493
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61045
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04868
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5054
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82644
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03795
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25825
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48778
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72697
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97638
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58804
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19192
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7224
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0475
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48545
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822366
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186437
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56218
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970177
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412104
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783415
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16337
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57613
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01008
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46341
„(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04977
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26758
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49449
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73093
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9202
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2209
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79741
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41552
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7808
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1079
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479979
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80978
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169683
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543727
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943466
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379544
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754931
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13253
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54261
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97249
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42257
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26181
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41334
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57105
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73507
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90575
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42424
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01428
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52814
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84304
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17225
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474439
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796988
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152925
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519707
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916911
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347555
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720211
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10238
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50988
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93587
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38273
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87012
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4027
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56017
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72398
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89979
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63479
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23901
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59209
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90914
…(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24065
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468854
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784003
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135998
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495714
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890511
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3161
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686101
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07293
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47795
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90022
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34402
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82789
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39496
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55226
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71593
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13748
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85282
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35424
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65985
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9792
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31317
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463223
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776676
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114183
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471826
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864262
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285286
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652639
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04421
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44673
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86554
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30634
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78684
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39012
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54732
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71088
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38347
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07869
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42351
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73145
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05326
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3898
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45754
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770126
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092495
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448079
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838128
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255013
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619817
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01619
‡(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41635
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83184
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26975
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74982
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38819
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54535
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79852
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63818
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19951
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49664
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80701
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13142
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47068
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451776
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756627
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070894
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424451
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812182
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225307
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587591
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981508
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38669
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79908
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23417
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71814
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38917
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54631
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03843
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90196
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27402
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5736
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88655
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21371
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44554
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743208
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049459
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400948
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786359
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19615
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555984
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947133
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35777
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76724
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20194
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68746
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31074
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55028
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28661
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94423
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35233
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65445
‰(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97019
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30022
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433238
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729795
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029673
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377616
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760711
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167593
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525003
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913443
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32963
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73633
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17475
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65781
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28003
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71395
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40395
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9012
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43447
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73937
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05798
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88503
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420957
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716464
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014437
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354409
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735233
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139538
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494625
(425.55, 9.73, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880461
