¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­ (417.60, 13.24, 328.03) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.832909
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.435073
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.581812
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864702
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0147
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16819
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30349
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44451
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59153
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74489
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90489
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07192
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2464
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78079
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52421
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98782
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58851
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.13608
ü(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.14471
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.15631
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.17088
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.18845
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.20903
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.23263
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.25929
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.28903
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.302989
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.251639
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.227794
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.364189
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.5078
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879951
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00948
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13848
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27288
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41296
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55898
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71129
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87018
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0361
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20936
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41368
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2107
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00774
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51135
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.22821
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.23705
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.24887
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.26369
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.28152
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.30238
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.32628
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.35326
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.38334
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.163943
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.138747
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.161352
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.29537
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740831
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859058
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982173
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11032
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24392
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38307
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52817
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6795
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83738
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00218
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17427
ü(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35406
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81684
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6751
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53486
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.32445
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.33351
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.34556
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.36064
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.37874
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.39989
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.42411
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.45143
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.48187
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.055593
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.030624
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.097243
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.228551
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716458
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833953
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956358
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08377
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21652
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35488
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49909
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64946
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80638
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97013
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14116
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31984
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5066
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25153
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17858
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.42491
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.43419
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.4465
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.46184
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.48023
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.5017
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.52625
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.55392
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.58473
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.95176
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.927014
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.03497
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.163671
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648969
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783499
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923755
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05874
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19074
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3283
ş(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47167
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62121
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7772
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94001
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11001
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28758
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47323
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85629
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72173
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.47796
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.53924
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.5518
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.56743
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.58613
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.60791
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.63282
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.66086
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.69206
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.852215
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.854002
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.974477
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.100671
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540562
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69783
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835299
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978684
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12835
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28462
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44596
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59467
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74978
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91169
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08073
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25731
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44191
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63495
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29659
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.58687
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.64877
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.66161
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.67753
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.69655
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.71868
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.74395
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.77237
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.80399
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.756736
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.797509
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.915712
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228525
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405169
ñ(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590545
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74965
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890244
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03692
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19003
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34993
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.517
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69169
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87446
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05337
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22902
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41264
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60462
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90004
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.70038
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.76292
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.77605
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.79228
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.81164
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.83413
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.85978
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.88862
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.92067
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.665123
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.742608
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.858626
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10323
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27449
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454169
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642859
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804642
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948454
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09856
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2553
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41905
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5902
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76922
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95654
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15271
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3583
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57392
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77622
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.81862
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.88184
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.89527
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.91184
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.93154
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.95441
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.98047
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.00974
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.04224
ê(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.580359
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.689258
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.80317
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982224
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148368
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322639
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50554
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697685
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862874
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01011
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16381
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32436
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49215
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66756
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8511
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04329
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2446
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45567
(417.69, 13.25, 327.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67716
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.94176
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.00568
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.01944
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.03635
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.05643
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.07969
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.10617
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.13589
(417.69, 13.25, 327.91) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.16887
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.530431
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.637414
(417.69, 13.25, 327.91) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.7493
