¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(380.82, 7.46, 346.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76852
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149755
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40642
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6888
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009297
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363538
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757095
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19681
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668064
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197514
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797876
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48434
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27654
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20084
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29303
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60308
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20313
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42343
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36947
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55107
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690876
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907701
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142964
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399054
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682599
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002433
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355932
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748632
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185517
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654342
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182017
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780266
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46408
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25306
ì(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17333
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2603
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56354
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15436
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86253
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29461
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44957
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685153
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901533
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13627
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391738
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676379
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995582
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348359
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740172
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173409
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640771
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166703
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762855
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44408
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22991
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14615
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22799
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5245
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10627
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0786
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22091
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34975
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679523
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895412
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1296
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384487
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670198
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988777
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340823
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73179
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161454
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627365
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151558
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745622
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42433
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.207
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11931
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19607
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48598
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05884
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01878
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14836
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25161
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673925
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889364
ó(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12304
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377286
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664054
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333311
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72343
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149602
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614089
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136593
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728592
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40481
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18439
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09279
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16461
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44799
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01208
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95984
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32542
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15513
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668381
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883349
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116526
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370229
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657937
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975276
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325863
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715131
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137918
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600978
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121786
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711786
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38553
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16205
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06662
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13355
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41051
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96598
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90179
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06031
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6629
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877441
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110072
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363862
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651871
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968571
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31844
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706888
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126375
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588023
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107193
ı(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695173
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36649
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14001
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04082
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10291
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37356
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92056
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84462
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25575
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96711
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657532
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871581
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103712
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358356
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645817
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961896
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311049
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69866
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114938
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57522
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092759
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678777
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34768
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11825
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01535
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07268
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33713
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8758
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78833
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22928
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87554
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652167
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865801
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097433
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352885
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63979
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955291
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303723
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690489
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103654
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562591
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078506
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662583
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32913
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09678
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99022
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04288
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30121
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83171
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73292
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15754
õ(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78558
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646874
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860045
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091232
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347455
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633814
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948687
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29644
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682389
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092512
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550112
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061389
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6466
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31082
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0756
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96543
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0135
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26584
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7883
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67838
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.087
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87983
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641616
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854411
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085071
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342019
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627869
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942176
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289195
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672946
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081511
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537731
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042911
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630828
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29275
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0547
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.941
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98454
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23098
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74553
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62471
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01765
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34012
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636488
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848803
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079026
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336663
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621985
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935669
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281994
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66319
ÿ(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070651
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521534
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024744
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615267
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27494
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0341
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91691
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.956
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19665
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70344
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57192
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94948
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.8922
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631386
(380.79, 7.46, 346.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843317
