¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29056
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.68361
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.65767
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.63486
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.61516
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.59854
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.585
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.57451
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.56707
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.56267
ß(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.5613
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.56297
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997756
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300825
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63292
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998285
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402104
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850695
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351776
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915112
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55282
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19423
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80215
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48248
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22169
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01596
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44103
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.6721
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.64618
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.62339
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.6037
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.58709
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.57355
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.56307
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.55563
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.55123
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.54986
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.55153
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99555
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298442
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630306
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995382
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398886
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847136
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347793
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910587
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5477
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15218
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75529
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42994
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16012
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94663
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74237
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.72643
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.7003
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.6773
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.65741
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.64062
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.62691
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.61627
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.60868
å(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.60414
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.60265
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.60419
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993275
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295963
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62757
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992339
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395549
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843366
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343636
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905853
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54235
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11084
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70923
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37827
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09978
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87871
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.87469
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.84505
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.81859
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.79529
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.77514
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.7581
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.74417
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.73332
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.72555
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.72086
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.71923
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.72067
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99093
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293355
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624712
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989217
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39206
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839505
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339275
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900962
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53585
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0701
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66386
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32748
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04064
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81217
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 16.10915
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 16.0789
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 16.05189
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 16.02809
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 16.00746
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.99001
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.97571
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.96454
¾(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.9565
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.95157
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.94976
(423.23, 14.82, 245.39) (454.84, 9.03, 251.88) (2.44, 2.61, 2.44) Tools 15.95105
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988425
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290645
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621728
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985981
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38845
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835487
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334736
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895855
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49966
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03006
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61929
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27423
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9821
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74697
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2717
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48615
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53964
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15652
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18845
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985901
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287859
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618647
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98257
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384709
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83128
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330046
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890583
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46408
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99066
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57542
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22117
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92261
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68314
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33193
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53192
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63807
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20835
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02409
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983245
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28497
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615493
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979068
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380783
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826941
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325228
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885114
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42903
º(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95187
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53228
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16911
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86428
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62066
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39089
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62114
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73909
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00528
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55235
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65572
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980505
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28197
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612205
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975413
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376805
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822462
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32022
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879471
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39456
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91375
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48989
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11805
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80706
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68038
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44853
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71259
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84851
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44779
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70339
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55502
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977656
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278854
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608806
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971691
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372635
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817869
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315014
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873617
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36066
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87626
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44823
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06792
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75097
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88417
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46395
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8512
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99464
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66659
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85923
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45902
¸(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974748
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275681
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605297
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967834
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368345
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813101
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309667
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863273
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32732
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83939
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40727
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01879
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69596
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08933
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16056
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01371
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15038
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89401
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92527
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36762
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971747
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272385
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60167
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963844
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363935
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808175
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304165
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83347
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29454
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80317
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36701
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97058
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64201
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70531
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86739
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18049
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30973
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04305
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8419
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28074
