¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í (373.39, 8.82, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55774
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.77368
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.940725
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.12092
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.314802
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.529864
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.767662
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.035138
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.329922
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662317
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.033366
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.451705
¤ (373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.928703
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696153
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39132
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19623
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13887
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25762
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60668
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.69897
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.57081
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.51759
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.47373
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.43687
(373.71, 8.84, 336.96) (392.52, 1.13, 354.83) (0.81, 2.16, 0.81) Human 13.40579
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.219426
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.346198
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.481725
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.626907
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.782774
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.950507
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.131377
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325946
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543433
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.783303
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.052319
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.34892
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.683751
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.057316
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.478498
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.959104
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748693
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45419
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26933
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22497
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36051
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73176
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42031
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52531
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16878
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34759
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.226574
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.35382
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.489869
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.635628
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.792133
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.960576
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.141998
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.33743
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.557363
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.799328
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.069924
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.368678
› (373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.705708
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081862
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.505957
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990278
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806742
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51865
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34439
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31346
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4664
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86076
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58077
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71063
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40855
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42224
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.233922
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.361657
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.498244
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.644596
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.801759
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.970934
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.152935
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.350331
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.571654
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.815742
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.087963
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.388906
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728198
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.107014
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.534094
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217169
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864126
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5848
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42149
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40443
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57539
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9937
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72678
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8849
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65749
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43008
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.24147
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.369709
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.506849
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.653812
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.811653
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.981582
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.164189
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.363796
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.586308
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.832544
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.106435
 (373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.409608
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.751221
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.132771
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.562912
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267936
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922854
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6526
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5006
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49791
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68756
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13081
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86699
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97803
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91605
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44265
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.24922
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.377975
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.515686
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.663278
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.821815
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.992521
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.17576
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.377596
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.60133
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.849741
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.125345
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430787
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.774785
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.159144
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745915
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323724
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983076
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72215
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5818
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59401
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80305
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27213
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01182
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.075
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18462
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46005
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.257171
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.386458
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.524754
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.672993
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.83225
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.003627
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.187651
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.391729
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.616721
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.867332
ˆ (373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.144695
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.452449
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.798896
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.186139
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78844
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380736
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04476
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79344
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66518
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69275
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92186
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4179
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16142
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17591
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39794
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48226
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.265324
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.395158
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.534056
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.68296
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.842955
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.014945
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.199868
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.406201
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632482
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885322
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.16449
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.474596
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.823555
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.213763
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8382
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43904
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10794
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86654
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75073
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79426
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0442
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56365
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31651
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28081
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42809
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58211
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.27368
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.404075
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.543591
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.693179
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.853932
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.026558
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.212404
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.421012
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.648617
… (373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.903713
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.184732
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.497233
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.848772
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363113
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890345
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498659
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17261
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94147
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83852
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89855
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17009
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70637
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35863
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39337
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46233
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70056
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.282239
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.41321
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.553361
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.703652
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.865184
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.038474
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.225969
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.436164
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.665319
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922508
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.205426
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.520366
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.87455
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403673
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943587
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559595
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23888
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01827
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92863
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00572
