¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ (379.64, 14.23, 268.00) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.70046
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068814
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741689
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024877
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334382
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674016
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048239
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467163
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947274
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487108
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09835
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77051
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53263
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42774
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52093
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.20854
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.18671
Ò(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.1677
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.1515
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.13809
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.12746
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.11959
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.33689
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83373
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062997
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734378
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016886
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325647
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664387
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03762
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454961
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933619
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471665
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08081
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75131
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51064
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40076
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.56318
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.53839
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.51613
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.49638
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.47912
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.46433
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.45201
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.44213
(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.3139
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828401
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057213
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304344
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008979
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31697
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654851
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02711
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442799
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920011
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456345
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0634
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73238
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48884
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37399
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.57111
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.5463
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.52402
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.50426
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.48699
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.4722
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.45987
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.44998
¸(380.03, 14.14, 266.50) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.5219
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823099
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05146
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297507
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562835
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308406
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645437
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016675
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430731
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9065
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441106
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04606
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71359
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46727
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34736
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.58149
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.55667
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.53437
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.5146
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.49731
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.48251
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.47017
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.46028
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.34885
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817825
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045734
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290725
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555436
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299889
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636106
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006369
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41872
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893048
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425942
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02885
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69504
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44595
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32106
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.59435
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.5695
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.54719
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.52739
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.51009
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.49527
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.48292
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.47302
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.21305
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812582
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040149
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284005
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548104
µ(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83677
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626855
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996182
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406759
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879649
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410842
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01305
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67669
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42489
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30399
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.6097
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.58482
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.56248
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.54266
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.52534
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.5105
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.49814
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.48823
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.08255
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807368
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034726
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277342
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540839
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828816
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143873
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986084
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396477
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869432
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400838
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00198
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65857
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40407
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28701
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.62754
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.60263
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.58026
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.56041
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.54307
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.52822
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.51583
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.50591
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.77429
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802184
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02931
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270741
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533638
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820933
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135383
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976091
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38879
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860832
­(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391143
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990623
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64063
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38347
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27017
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.64791
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.62295
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.60055
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.58067
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.5633
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.54843
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.53602
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.52609
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.68366
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797034
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023294
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264203
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52651
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813129
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126989
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470748
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38117
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852328
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381525
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97504
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62293
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36315
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25341
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.6708
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.64581
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.62337
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.60345
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.58606
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.57115
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.55873
(380.03, 14.14, 266.50) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.54878
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.73917
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791916
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017334
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257726
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519446
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805722
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118687
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461592
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842462
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843852
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37198
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959637
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60541
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34307
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2368
ÿ(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29309
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45508
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77749
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 16.17989
(380.03, 14.14, 266.50) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 16.16735
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37371
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18687
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78689
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011433
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251313
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512455
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798875
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110476
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452536
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83352
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835402
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362497
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944455
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58811
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32326
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22032
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26591
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4261
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7429
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32801
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1866
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32651
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14313
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78203
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005589
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244965
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505535
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792086
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102363
(380.03, 14.14, 266.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44359
