¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529913
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285913
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722122
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209404
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773761
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.414
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1531
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02876
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05642
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26804
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4211
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78345
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90252
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939978
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231216
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549542
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899884
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293832
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730925
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218584
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781613
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42293
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16949
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0479
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07905
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33189
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49962
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8583
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943263
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234832
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553509
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906934
¶(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301635
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739609
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228319
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789238
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43163
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18555
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06664
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10117
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36958
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58051
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92751
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946514
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238367
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557369
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913859
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309345
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748203
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237888
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796677
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44008
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20125
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08498
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1229
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40664
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66226
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99762
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56797
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949689
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24182
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561976
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92075
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31695
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75667
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24736
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803876
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45314
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21663
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10292
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14539
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44314
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74487
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06853
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43362
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952814
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24526
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568115
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927502
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324433
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764975
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256681
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810842
´(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46616
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23162
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12044
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17499
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47898
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82026
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14031
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30005
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95589
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248604
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574156
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934124
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331797
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773205
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265856
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819225
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47883
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24629
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1376
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20404
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51416
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88198
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21293
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16733
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958919
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252144
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580102
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940721
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339027
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78126
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274931
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829409
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49543
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26553
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16015
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2325
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5487
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96013
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30477
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10995
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540578
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257475
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585937
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947152
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346169
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789208
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283826
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844433
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51692
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2904
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18921
«(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26041
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58249
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05659
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41849
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13487
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536802
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262736
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591661
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953482
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353184
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797033
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292589
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862987
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53817
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31497
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21794
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28777
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61563
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15437
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53389
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15886
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532907
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826432
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597342
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95969
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360075
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804695
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301205
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881297
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55912
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33918
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24628
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31444
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64805
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25352
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62475
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18191
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528899
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826234
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602877
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965827
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366885
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812281
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30963
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899307
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57978
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36308
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27426
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34708
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67973
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3213
“(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71626
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2496
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532379
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825912
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143091
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971804
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373531
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819647
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318398
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917092
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60015
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38665
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30184
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37982
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71063
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3596
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80911
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36648
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536515
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825464
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142599
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97771
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380063
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82694
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333808
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934568
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62019
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4099
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32906
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4121
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74076
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39701
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92038
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47949
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535993
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824893
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14197
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491475
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386457
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83408
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348943
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951772
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63994
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43277
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35583
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44393
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77013
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43342
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03621
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5862
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535359
ˆ(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824196
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141203
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495577
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392689
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841025
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363833
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968722
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65939
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45529
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38221
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47526
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79868
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46264
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15384
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69477
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53461
(377.19, 11.24, 323.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823378
