¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.34476
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06639
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5303
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04129
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95782
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99374
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92267
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.552
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25435
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25376
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25692
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26384
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143612
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296798
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459085
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631299
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814316
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009152
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216867
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436148
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614346
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802814
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002442
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214246
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439245
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678624
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933808
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425477
À(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827497
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26747
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75085
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28434
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31211
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15392
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.039
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53907
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27035
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26976
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27293
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27986
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162171
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316396
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479785
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653237
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837592
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033837
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243949
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47898
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669164
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860593
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063435
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278678
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507465
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750979
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010622
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601996
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01995
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47807
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9823
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53994
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68927
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32031
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15921
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66975
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29014
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.28956
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29273
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29966
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181229
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336522
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501086
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675784
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861514
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059278
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271836
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50882
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725603
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920099
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126261
À(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345118
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577838
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825609
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144695
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786352
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22127
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69876
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2254
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83895
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97251
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49318
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28343
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8051
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.31375
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.31316
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.31634
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32328
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200789
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357162
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522965
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698952
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886075
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085424
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30045
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539417
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783727
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981399
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190999
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413611
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650383
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902655
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328835
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979084
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43205
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93035
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48098
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18904
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13837
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67288
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41179
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94534
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.34118
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.3406
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.34378
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.35073
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220892
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378386
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545411
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722722
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911341
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11224
Ä(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329752
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570843
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829891
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044535
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257746
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484206
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725242
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982138
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520795
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18061
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65294
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17352
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74999
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56148
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31061
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85971
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54442
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09059
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37248
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37189
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37508
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.38205
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241471
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400176
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56843
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747145
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937245
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139797
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359844
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603066
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864457
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109555
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326464
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557011
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802435
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064213
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721062
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39163
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88464
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42912
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03339
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95841
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48954
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05399
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68149
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24106
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40766
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40708
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41027
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41726
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262613
¹(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42251
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592069
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772196
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963825
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16811
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390695
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636128
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89995
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176529
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397287
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632047
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882115
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169826
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93014
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61269
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1279
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69806
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33237
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14282
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67552
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25618
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89133
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14507
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44677
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44619
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4494
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4564
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284254
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445354
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616284
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797902
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991139
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197115
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422317
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669991
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936345
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223555
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470275
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709431
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964246
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355293
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14855
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84449
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38351
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98137
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6481
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32112
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85825
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40282
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99405
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00443
¹(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4995
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306424
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468829
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641149
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824208
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019094
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226885
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454699
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704716
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973661
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263758
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545502
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789164
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049003
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548564
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37692
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0878
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65241
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28012
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92492
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43313
(416.30, 14.65, 314.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9415
